,Year,Player,Pos,Age,Tm,G,TS%,3P%,2P%
18669,2007,Amar'e Stoudemire,C,24,PHO,82,0.637,0,0.577
18670,2007,Mike Sweetney,C,24,CHI,48,0.469,,0.433
18671,2007,Stromile Swift,C,27,MEM,54,0.517,0,0.472
18672,2007,Wally Szczerbiak,SF,29,BOS,32,0.54,0.415,0.415
18673,2007,Donell Taylor,SG,24,WAS,47,0.422,0.176,0.431
18674,2007,Maurice Taylor,PF,30,SAC,12,0.356,,0.286
18675,2007,Sebastian Telfair,PG,21,BOS,78,0.458,0.289,0.402
18676,2007,Jason Terry,SG,29,DAL,81,0.587,0.438,0.508
18677,2007,Etan Thomas,C,28,WAS,65,0.585,,0.574
18678,2007,Kenny Thomas,PF,29,SAC,62,0.492,0,0.483
18679,2007,Kurt Thomas,C,34,PHO,67,0.531,0,0.488
18680,2007,Tim Thomas,PF,29,LAC,76,0.532,0.382,0.444
18681,2007,Tyrus Thomas,PF,20,CHI,72,0.521,0,0.479
18682,2007,Dijon Thompson,SF,23,ATL,6,0.482,0,0.462
18683,2007,Jamaal Tinsley,PG,28,IND,72,0.465,0.316,0.409
18684,2007,Jake Tsakalidis,C,27,TOT,36,0.471,,0.403
18685,2007,Jake Tsakalidis,C,27,MEM,23,0.446,,0.4
18686,2007,Jake Tsakalidis,C,27,HOU,13,0.524,,0.409
18687,2007,P.J. Tucker,SF,21,TOR,17,0.533,,0.5
18688,2007,Ronny Turiaf,C,24,LAL,72,0.586,0,0.551
18689,2007,Hedo Turkoglu,SF,27,ORL,73,0.528,0.388,0.435
18690,2007,Ime Udoka,SF,29,POR,75,0.569,0.406,0.502
18691,2007,Beno Udrih,PG,24,SAS,73,0.459,0.287,0.41
18692,2007,Anderson Varejao,C,24,CLE,81,0.527,0,0.487
18693,2007,Jacque Vaughn,PG,31,SAS,64,0.491,0.5,0.424
18694,2007,Charlie Villanueva,PF,22,MIL,39,0.547,0.337,0.508
18695,2007,Marcus Vinicius,SF,22,NOK,13,0.608,0.429,0.5
18696,2007,Jake Voskuhl,C,29,CHA,73,0.523,,0.475
18697,2007,Sasha Vujacic,SG,22,LAL,73,0.54,0.373,0.421
18698,2007,Dwyane Wade,SG,25,MIA,51,0.583,0.266,0.511
18699,2007,Von Wafer,SF,21,LAC,1,0,0,
18700,2007,Dajuan Wagner,SG,23,GSW,1,1.064,1,
18701,2007,Antoine Walker,PF,30,MIA,78,0.462,0.275,0.499
18702,2007,Ben Wallace,C,32,CHI,77,0.456,0.2,0.456
18703,2007,Gerald Wallace,SF,24,CHA,72,0.568,0.325,0.528
18704,2007,Rasheed Wallace,C,32,DET,75,0.513,0.351,0.463
18705,2007,Luke Walton,SF,26,LAL,60,0.551,0.387,0.499
18706,2007,Hakim Warrick,PF,24,MEM,82,0.592,0,0.53
18707,2007,Earl Watson,PG,27,SEA,77,0.483,0.329,0.42
18708,2007,Chris Webber,PF,33,TOT,61,0.482,0.364,0.454
18709,2007,Chris Webber,PF,33,PHI,18,0.409,0.4,0.387
18710,2007,Chris Webber,PF,33,DET,43,0.52,0.333,0.491
18711,2007,Martell Webster,SF,20,POR,82,0.522,0.364,0.43
18712,2007,Bonzi Wells,SF,30,HOU,28,0.446,0.143,0.42
18713,2007,David Wesley,SG,36,CLE,35,0.418,0.237,0.351
18714,2007,David West,PF,26,NOK,52,0.532,0.32,0.481
18715,2007,Delonte West,SG,23,BOS,69,0.526,0.365,0.447
18716,2007,James White,SG,24,SAS,6,0.525,0.286,0.471
18717,2007,Chris Wilcox,PF,24,SEA,82,0.568,0,0.533
18718,2007,Damien Wilkins,SF,27,SEA,82,0.535,0.41,0.442
18719,2007,Mike Wilks,PG,27,SEA,47,0.533,0.333,0.484
18720,2007,Aaron Williams,PF,35,LAC,38,0.606,0,0.558
18721,2007,Alvin Williams,PG,32,LAC,2,0.266,0,0
18722,2007,Deron Williams,PG,22,UTA,80,0.535,0.322,0.498
18723,2007,Eric Williams,SF,34,TOT,21,0.508,0.421,0.393
18724,2007,Eric Williams,SF,34,SAS,16,0.566,0.471,0.412
18725,2007,Eric Williams,SF,34,CHA,5,0.373,0,0.364
18726,2007,Jason Williams,PG,31,MIA,61,0.54,0.339,0.493
18727,2007,Justin Williams,C,22,SAC,26,0.566,0,0.621
18728,2007,Lou Williams,PG,20,PHI,61,0.521,0.324,0.466
18729,2007,Marcus Williams,PG,21,NJN,79,0.474,0.282,0.446
18730,2007,Marvin Williams,PF,20,ATL,64,0.51,0.244,0.446
18731,2007,Mo Williams,PG,24,MIL,68,0.519,0.346,0.474
18732,2007,Shammond Williams,PG,31,LAL,30,0.53,0.4,0.417
18733,2007,Shawne Williams,SG,20,IND,46,0.533,0.365,0.519
18734,2007,Shelden Williams,PF,23,ATL,81,0.518,0.5,0.454
18735,2007,Corliss Williamson,PF,33,SAC,68,0.559,0,0.512
18736,2007,Kevin Willis,PF,44,DAL,5,0.432,,0.385
18737,2007,Metta World,SF,27,SAC,70,0.538,0.358,0.468
18738,2007,Antoine Wright,SG,22,NJN,63,0.5,0.322,0.474
18739,2007,Bracey Wright,SG,22,MIN,19,0.493,0.3,0.45
18740,2007,Dorell Wright,SF,21,MIA,66,0.489,0.147,0.476
18741,2007,Lorenzen Wright,C,31,ATL,67,0.439,,0.448
18742,,,,,,,,,
18743,2008,Shareef Abdur-Rahim,PF,31,SAC,6,0.317,,0.214
18744,2008,Arron Afflalo,SG,22,DET,75,0.494,0.208,0.461
18745,2008,Maurice Ager,SG,23,TOT,26,0.363,0.158,0.391
18746,2008,Maurice Ager,SG,23,DAL,12,0.253,0,0.263
18747,2008,Maurice Ager,SG,23,NJN,14,0.443,0.273,0.481
18748,2008,Blake Ahearn,PG,23,MIA,12,0.495,0.294,0.217
18749,2008,LaMarcus Aldridge,PF,22,POR,76,0.523,0.143,0.486
18750,2008,Malik Allen,PF,29,TOT,73,0.5,0.5,0.48
18751,2008,Malik Allen,PF,29,NJN,48,0.489,0.5,0.475
18752,2008,Malik Allen,PF,29,DAL,25,0.54,,0.5
18753,2008,Ray Allen,SG,32,BOS,73,0.584,0.398,0.485
18754,2008,Tony Allen,SG,26,BOS,75,0.527,0.316,0.455
18755,2008,Lance Allred,C,26,CLE,3,0.307,,0.25
18756,2008,Morris Almond,SG,22,UTA,9,0.368,0.25,0.273
18757,2008,Rafer Alston,PG,31,HOU,74,0.492,0.351,0.427
18758,2008,Lou Amundson,PF,25,PHI,16,0.472,,0.5
18759,2008,Chris Andersen,C,29,NOH,5,0.342,,0.286
18760,2008,Derek Anderson,SG,33,CHA,28,0.497,0.365,0.384
18761,2008,Carmelo Anthony,SF,23,DEN,77,0.568,0.354,0.509
18762,2008,Joel Anthony,PF,25,MIA,24,0.521,,0.467
18763,2008,Gilbert Arenas,PG,26,WAS,13,0.529,0.282,0.475
18764,2008,Trevor Ariza,SF,22,TOT,35,0.568,0.278,0.542
18765,2008,Trevor Ariza,SF,22,ORL,11,0.479,0,0.5
18766,2008,Trevor Ariza,SF,22,LAL,24,0.594,0.333,0.556
18767,2008,Darrell Armstrong,PG,39,NJN,50,0.499,0.333,0.415
18768,2008,Hilton Armstrong,C,23,NOH,65,0.498,,0.453
18769,2008,Carlos Arroyo,PG,28,ORL,62,0.547,0.345,0.485
18770,2008,Chucky Atkins,SG,33,DEN,24,0.449,0.316,0.395
18771,2008,James Augustine,PF,23,ORL,25,0.533,,0.529
18772,2008,Kelenna Azubuike,SG,24,GSW,81,0.534,0.364,0.485
18773,2008,Renaldo Balkman,SF,23,NYK,65,0.492,0.083,0.517
18774,2008,Marcus Banks,PG,26,TOT,36,0.579,0.392,0.517
18775,2008,Marcus Banks,PG,26,PHO,24,0.539,0.385,0.432
18776,2008,Marcus Banks,PG,26,MIA,12,0.631,0.405,0.6
18777,2008,Leandro Barbosa,SG,25,PHO,82,0.575,0.389,0.514
18778,2008,J.J. Barea,PG,23,DAL,44,0.515,0.389,0.431
18779,2008,Andrea Bargnani,PF,22,TOR,78,0.495,0.345,0.409
18780,2008,Matt Barnes,PF,27,GSW,73,0.51,0.293,0.513
18781,2008,Andre Barrett,PG,25,LAC,4,0.51,0.333,0.5
18782,2008,Earl Barron,C,26,MIA,46,0.446,0.077,0.417
18783,2008,Brent Barry,SF,36,SAS,31,0.655,0.429,0.604
18784,2008,Brandon Bass,C,22,DAL,79,0.564,0,0.503
18785,2008,Maceo Baston,PF,32,TOR,15,0.697,,0.68
18786,2008,Shane Battier,SF,29,HOU,80,0.561,0.377,0.504
18787,2008,Marco Belinelli,PG,21,GSW,33,0.49,0.39,0.385
18788,2008,Charlie Bell,SG,28,MIL,68,0.49,0.341,0.413
18789,2008,Raja Bell,SG,31,PHO,75,0.561,0.401,0.449
18790,2008,Mike Bibby,PG,29,TOT,48,0.515,0.375,0.437
18791,2008,Mike Bibby,PG,29,SAC,15,0.494,0.393,0.412
18792,2008,Mike Bibby,PG,29,ATL,33,0.526,0.369,0.451
18793,2008,Andris Biedrins,C,21,GSW,76,0.637,,0.626
18794,2008,Chauncey Billups,PG,31,DET,78,0.619,0.401,0.479
18795,2008,Steve Blake,PG,27,POR,81,0.518,0.406,0.409
18796,2008,Andray Blatche,PF,21,WAS,82,0.512,0.231,0.48
18797,2008,Mark Blount,C,32,MIA,69,0.505,0.386,0.469
18798,2008,Keith Bogans,SG,27,ORL,82,0.559,0.362,0.52
18799,2008,Andrew Bogut,C,23,MIL,78,0.532,0,0.515
18800,2008,Matt Bonner,PF,27,SAS,68,0.525,0.336,0.487
18801,2008,Josh Boone,PF,23,NJN,70,0.543,,0.548
18802,2008,Calvin Booth,C,31,PHI,31,0.382,,0.333
18803,2008,Carlos Boozer,PF,26,UTA,81,0.581,0,0.547
18804,2008,Chris Bosh,C,23,TOR,67,0.588,0.4,0.496
18805,2008,Bruce Bowen,SF,36,SAS,81,0.527,0.419,0.394
18806,2008,Ryan Bowen,SF,32,NOH,53,0.505,0,0.495
18807,2008,Earl Boykins,PG,31,CHA,36,0.467,0.318,0.367
18808,2008,Elton Brand,PF,28,LAC,8,0.523,,0.456
18809,2008,Corey Brewer,SF,21,MIN,79,0.429,0.194,0.389
18810,2008,Ronnie Brewer,SG,22,UTA,76,0.612,0.22,0.587
18811,2008,Primoz Brezec,C,28,TOT,50,0.502,,0.468
18812,2008,Primoz Brezec,C,28,CHA,20,0.409,,0.395
18813,2008,Primoz Brezec,C,28,DET,17,0.705,,0.769
18814,2008,Primoz Brezec,C,28,TOR,13,0.508,,0.447
18815,2008,Aaron Brooks,PG,23,HOU,51,0.535,0.33,0.491
18816,2008,Andre Brown,PF,26,MEM,33,0.502,,0.5
18817,2008,Devin Brown,SG,29,CLE,78,0.494,0.308,0.447
18818,2008,Kwame Brown,C,25,TOT,38,0.497,,0.507
18819,2008,Kwame Brown,C,25,LAL,23,0.503,,0.515
18820,2008,Kwame Brown,C,25,MEM,15,0.482,,0.487
18821,2008,P.J. Brown,PF,38,BOS,18,0.406,0,0.35
18822,2008,Shannon Brown,SG,22,TOT,21,0.411,0.3,0.365
18823,2008,Shannon Brown,SG,22,CLE,15,0.433,0.31,0.39
18824,2008,Shannon Brown,SG,22,CHI,6,0.255,0,0.214
18825,2008,Kobe Bryant,SG,29,LAL,82,0.576,0.361,0.49
18826,2008,Greg Buckner,SG,31,MIN,31,0.489,0.3,0.448
18827,2008,Caron Butler,SF,27,WAS,58,0.558,0.357,0.492
18828,2008,Rasual Butler,SF,28,NOH,51,0.46,0.331,0.37
18829,2008,Andrew Bynum,C,20,LAL,35,0.659,,0.636
18830,2008,Jose Calderon,PG,26,TOR,82,0.607,0.429,0.551
18831,2008,Marcus Camby,C,33,DEN,79,0.498,0.3,0.455
18832,2008,Brian Cardinal,PF,30,MEM,37,0.461,0.309,0.4
18833,2008,Rodney Carney,SF,23,PHI,70,0.478,0.317,0.441
18834,2008,Matt Carroll,SG,27,CHA,80,0.554,0.436,0.422
18835,2008,Anthony Carter,PG,32,DEN,70,0.531,0.349,0.499
18836,2008,Vince Carter,SG,31,NJN,76,0.55,0.359,0.482
18837,2008,Sam Cassell,PG,38,TOT,55,0.517,0.303,0.461
18838,2008,Sam Cassell,PG,38,LAC,38,0.535,0.259,0.486
18839,2008,Sam Cassell,PG,38,BOS,17,0.461,0.409,0.38
18840,2008,Tyson Chandler,C,25,NOH,79,0.632,0,0.624
18841,2008,Wilson Chandler,SF,20,NYK,35,0.48,0.3,0.458
18842,2008,Josh Childress,SF,24,ATL,76,0.647,0.367,0.595
18843,2008,Jarron Collins,C,29,UTA,70,0.515,0,0.444
18844,2008,Jason Collins,C,29,TOT,74,0.481,0,0.473
18845,2008,Jason Collins,C,29,NJN,43,0.43,,0.426
18846,2008,Jason Collins,C,29,MEM,31,0.528,0,0.517
18847,2008,Mardy Collins,SG,23,NYK,46,0.378,0.25,0.343
18848,2008,Nick Collison,PF,27,SEA,78,0.537,0,0.504
18849,2008,Mike Conley,PG,20,MEM,53,0.502,0.33,0.453
18850,2008,Brian Cook,PF,27,TOT,51,0.489,0.374,0.378
18851,2008,Brian Cook,PF,27,LAL,6,0.308,0.2,0.182
18852,2008,Brian Cook,PF,27,ORL,45,0.508,0.39,0.398
18853,2008,Daequan Cook,SG,20,MIA,59,0.48,0.332,0.424
18854,2008,Jamal Crawford,SG,27,NYK,80,0.528,0.356,0.439
18855,2008,Javaris Crittenton,SG,20,TOT,50,0.499,0.27,0.449
18856,2008,Javaris Crittenton,SG,20,LAL,22,0.551,0.333,0.5
18857,2008,Javaris Crittenton,SG,20,MEM,28,0.483,0.265,0.432
18858,2008,Austin Croshere,PF,32,GSW,44,0.573,0.361,0.513
18859,2008,Eddy Curry,C,25,NYK,59,0.578,,0.546
18860,2008,Samuel Dalembert,C,26,PHI,82,0.556,0,0.514
18861,2008,Erick Dampier,C,32,DAL,72,0.645,,0.643
18862,2008,Antonio Daniels,PG,32,WAS,71,0.549,0.23,0.504
18863,2008,Marquis Daniels,SG,27,IND,74,0.487,0.265,0.466
18864,2008,Jermareo Davidson,SF,23,CHA,38,0.437,,0.408
18865,2008,Baron Davis,PG,28,GSW,82,0.523,0.33,0.477
18866,2008,Glen Davis,C,22,BOS,69,0.545,,0.484
18867,2008,Paul Davis,PF,23,LAC,22,0.389,,0.369
18868,2008,Ricky Davis,SF,28,MIA,82,0.534,0.405,0.447
18869,2008,Carlos Delfino,SG,25,TOR,82,0.527,0.382,0.412
18870,2008,Luol Deng,SF,22,CHI,63,0.528,0.364,0.482
18871,2008,Boris Diaw,PF,25,PHO,82,0.516,0.317,0.488
18872,2008,Yakhouba Diawara,SG,25,DEN,54,0.518,0.318,0.5
18873,2008,Guillermo Diaz,SG,22,LAC,6,0.403,0,0.333
18874,2008,Dan Dickau,PG,29,LAC,67,0.53,0.333,0.468
18875,2008,Kaniel Dickens,PF,29,CLE,5,0.333,,0.333
18876,2008,Travis Diener,PG,25,IND,66,0.494,0.318,0.431
18877,2008,Ike Diogu,PF,24,IND,30,0.543,,0.478
18878,2008,DeSagana Diop,C,26,TOT,79,0.536,,0.522
18879,2008,DeSagana Diop,C,26,DAL,52,0.596,,0.583
18880,2008,DeSagana Diop,C,26,NJN,27,0.435,,0.415
18881,2008,Juan Dixon,PG,29,TOT,53,0.488,0.417,0.409
18882,2008,Juan Dixon,PG,29,TOR,36,0.454,0.436,0.347
18883,2008,Juan Dixon,PG,29,DET,17,0.544,0.394,0.523
18884,2008,Michael Doleac,C,30,MIN,24,0.446,,0.444
18885,2008,Keyon Dooling,PG,27,ORL,72,0.572,0.338,0.492
18886,2008,Quincy Douby,PG,23,SAC,74,0.495,0.344,0.423
18887,2008,Jared Dudley,PF,22,CHA,73,0.528,0.22,0.502
18888,2008,Chris Duhon,PG,25,CHI,66,0.508,0.348,0.418
18889,2008,Tim Duncan,C,31,SAS,78,0.546,0,0.498
18890,2008,Mike Dunleavy,SG,27,IND,82,0.605,0.424,0.504
18891,2008,Ronald Dupree,SF,27,TOT,5,0.515,,0.333
18892,2008,Ronald Dupree,SF,27,DET,1,,,
18893,2008,Ronald Dupree,SF,27,SEA,4,0.515,,0.333
18894,2008,Kevin Durant,SG,19,SEA,80,0.519,0.288,0.455
18895,2008,Monta Ellis,SG,22,GSW,81,0.58,0.231,0.545
18896,2008,Francisco Elson,C,31,TOT,63,0.416,0,0.391
18897,2008,Francisco Elson,C,31,SAS,41,0.454,,0.419
18898,2008,Francisco Elson,C,31,SEA,22,0.352,0,0.345
18899,2008,Melvin Ely,C,29,NOH,52,0.491,,0.472
18900,2008,Maurice Evans,SG,29,TOT,75,0.571,0.388,0.539
18901,2008,Maurice Evans,SG,29,LAL,7,0.448,0.143,0.381
18902,2008,Maurice Evans,SG,29,ORL,68,0.579,0.396,0.549
18903,2008,Reggie Evans,PF,27,PHI,81,0.463,1,0.438
18904,2008,Jordan Farmar,PG,21,LAL,82,0.563,0.371,0.546
18905,2008,Nick Fazekas,PF,22,TOT,26,0.584,0,0.575
18906,2008,Nick Fazekas,PF,22,DAL,4,0.4,,0.4
18907,2008,Nick Fazekas,PF,22,LAC,22,0.594,0,0.587
18908,2008,Raymond Felton,PG,23,CHA,79,0.5,0.28,0.447
18909,2008,Kyrylo Fesenko,C,21,UTA,9,0.394,,0.375
18910,2008,Michael Finley,SG,34,SAS,82,0.519,0.37,0.453
18911,2008,Derek Fisher,PG,33,LAL,82,0.556,0.406,0.453
18912,2008,T.J. Ford,PG,24,TOR,51,0.533,0.294,0.488
18913,2008,Jeff Foster,C,31,IND,77,0.568,0,0.554
18914,2008,Randy Foye,PG,24,MIN,39,0.52,0.412,0.436
18915,2008,Adonal Foyle,C,32,ORL,82,0.464,,0.458
18916,2008,Richie Frahm,SG,30,LAC,10,0.428,0.28,0.448
18917,2008,Steve Francis,PG,30,HOU,10,0.41,0.235,0.375
18918,2008,Channing Frye,C,24,POR,78,0.529,0.3,0.492
18919,2008,Dan Gadzuric,C,29,MIL,51,0.443,0,0.418
18920,2008,Jorge Garbajosa,PF,30,TOR,7,0.44,0.375,0.222
18921,2008,Francisco Garcia,SF,26,SAC,79,0.576,0.391,0.508
18922,2008,Thomas Gardner,SG,22,CHI,4,0.44,0.25,0.545
18923,2008,Kevin Garnett,PF,31,BOS,71,0.588,0,0.545
18924,2008,Pat Garrity,PF,31,ORL,31,0.401,0.216,0.442
18925,2008,Pau Gasol,C,27,TOT,66,0.594,0.25,0.539
18926,2008,Pau Gasol,C,27,MEM,39,0.566,0.267,0.507
18927,2008,Pau Gasol,C,27,LAL,27,0.639,0,0.59
18928,2008,Rudy Gay,SF,21,MEM,81,0.546,0.346,0.507
18929,2008,Mickael Gelabale,SG,24,SEA,39,0.509,0.432,0.442
18930,2008,Devean George,SF,30,DAL,53,0.437,0.324,0.374
18931,2008,Daniel Gibson,PG,21,CLE,58,0.592,0.44,0.421
18932,2008,Eddie Gill,PG,29,TOT,14,0.543,0.333,0.438
18933,2008,Eddie Gill,PG,29,NJN,13,0.576,0.357,0.467
18934,2008,Eddie Gill,PG,29,SEA,1,0,0,0
18935,2008,Manu Ginobili,SG,30,SAS,74,0.612,0.401,0.499
18936,2008,Gordan Giricek,SG,30,TOT,56,0.518,0.364,0.478
18937,2008,Gordan Giricek,SG,30,UTA,22,0.464,0.353,0.426
18938,2008,Gordan Giricek,SG,30,PHI,12,0.416,0.333,0.308
18939,2008,Gordan Giricek,SG,30,PHO,22,0.58,0.38,0.55
18940,2008,Ryan Gomes,PF,25,MIN,82,0.539,0.33,0.491
18941,2008,Drew Gooden,PF,26,TOT,69,0.495,0,0.452
18942,2008,Drew Gooden,PF,26,CLE,51,0.487,0,0.446
18943,2008,Drew Gooden,PF,26,CHI,18,0.514,0,0.467
18944,2008,Ben Gordon,SG,24,CHI,72,0.558,0.41,0.445
18945,2008,Marcin Gortat,C,23,ORL,6,0.491,,0.471
18946,2008,Joey Graham,SF,25,TOR,38,0.52,0.667,0.427
18947,2008,Stephen Graham,SF,25,IND,22,0.669,0.5,0.614
18948,2008,Danny Granger,SF,24,IND,80,0.571,0.404,0.468
18949,2008,Aaron Gray,C,23,CHI,61,0.529,0,0.507
18950,2008,Gerald Green,SF,22,TOT,30,0.453,0.385,0.33
18951,2008,Gerald Green,SF,22,MIN,29,0.443,0.385,0.312
18952,2008,Gerald Green,SF,22,HOU,1,1,,1
18953,2008,Jeff Green,SF,21,SEA,80,0.491,0.276,0.444
18954,2008,Taurean Green,SG-PG,21,TOT,17,0.446,0.182,0.357
18955,2008,Taurean Green,PG,21,POR,8,0.435,0.125,0.375
18956,2008,Taurean Green,SG,21,DEN,9,0.465,0.333,0.333
18957,2008,Willie Green,SG,26,PHI,74,0.492,0.285,0.475
18958,2008,Orien Greene,SG,25,SAC,7,0.273,0,0.3
18959,2008,Adrian Griffin,SG-SF,33,TOT,35,0.406,,0.395
18960,2008,Adrian Griffin,SG,33,CHI,22,0.404,,0.4
18961,2008,Adrian Griffin,SF,33,SEA,13,0.415,,0.375
18962,2008,Richard Hamilton,SG,29,DET,72,0.552,0.44,0.492
18963,2008,Anfernee Hardaway,SF,36,MIA,16,0.469,0.421,0.341
18964,2008,Matt Harpring,SF,31,UTA,76,0.551,0.2,0.506
18965,2008,Al Harrington,C,27,GSW,81,0.547,0.375,0.482
18966,2008,Othella Harrington,C,34,CHA,22,0.469,,0.429
18967,2008,Devin Harris,PG,24,TOT,64,0.573,0.335,0.504
18968,2008,Devin Harris,PG,24,DAL,39,0.592,0.357,0.511
18969,2008,Devin Harris,PG,24,NJN,25,0.548,0.32,0.493
18970,2008,Mike Harris,PF,24,HOU,17,0.519,0,0.519
18971,2008,David Harrison,C,25,IND,55,0.539,,0.529
18972,2008,Jason Hart,PG,29,UTA,57,0.413,0.355,0.315
18973,2008,Udonis Haslem,PF,27,MIA,49,0.517,,0.467
18974,2008,Trenton Hassell,SG,28,TOT,63,0.441,0.222,0.437
18975,2008,Trenton Hassell,SG,28,DAL,37,0.47,0.25,0.474
18976,2008,Trenton Hassell,SG,28,NJN,26,0.402,0.2,0.38
18977,2008,Spencer Hawes,C,19,SAC,71,0.486,0.19,0.478
18978,2008,Chuck Hayes,PF,24,HOU,79,0.512,0,0.518
18979,2008,Jarvis Hayes,SF,26,DET,82,0.52,0.376,0.465
18980,2008,Brendan Haywood,C,28,WAS,80,0.582,,0.528
18981,2008,Luther Head,SG,25,HOU,73,0.543,0.351,0.504
18982,2008,Walter Herrmann,PF,28,TOT,45,0.494,0.313,0.45
18983,2008,Walter Herrmann,PF,28,CHA,17,0.49,0.346,0.41
18984,2008,Walter Herrmann,PF,28,DET,28,0.496,0.289,0.488
18985,2008,Nene Hilario,PF,25,DEN,16,0.459,0,0.414
18986,2008,Grant Hill,SF,35,PHO,70,0.576,0.317,0.535
18987,2008,Kirk Hinrich,PG,27,CHI,75,0.501,0.35,0.442
18988,2008,Ryan Hollins,PF,23,CHA,60,0.565,,0.489
18989,2008,Al Horford,C,21,ATL,81,0.539,0,0.502
18990,2008,Robert Horry,PF,37,SAS,45,0.426,0.257,0.408
18991,2008,Eddie House,PG,29,BOS,78,0.534,0.393,0.429
18992,2008,Dwight Howard,C,22,ORL,82,0.619,0,0.601
18993,2008,Josh Howard,SF,27,DAL,76,0.534,0.319,0.482
18994,2008,Juwan Howard,PF,34,DAL,50,0.406,,0.359
18995,2008,Troy Hudson,PG,31,GSW,9,0.416,0.333,0.263
18996,2008,Larry Hughes,PG-SG,29,TOT,68,0.468,0.345,0.392
18997,2008,Larry Hughes,PG,29,CLE,40,0.467,0.341,0.389
18998,2008,Larry Hughes,SG,29,CHI,28,0.469,0.353,0.396
18999,2008,Kris Humphries,PF,22,TOR,70,0.512,0,0.486
19000,2008,Lindsey Hunter,PG,37,DET,24,0.427,0.269,0.395
19001,2008,Steven Hunter,C,26,DEN,19,0.53,,0.536
19002,2008,Andre Iguodala,SF,24,PHI,82,0.543,0.329,0.496
19003,2008,Zydrunas Ilgauskas,C,32,CLE,73,0.522,0,0.475
19004,2008,Didier Ilunga-Mbenga,C,27,TOT,42,0.465,,0.464
19005,2008,Didier Ilunga-Mbenga,C,27,GSW,16,0.398,,0.391
19006,2008,Didier Ilunga-Mbenga,C,27,LAL,26,0.489,,0.492
19007,2008,Allen Iverson*,SG,32,DEN,82,0.567,0.345,0.482
19008,2008,Royal Ivey,PG,26,MIL,75,0.487,0.327,0.421
19009,2008,Jarrett Jack,SG,24,POR,82,0.558,0.342,0.47
19010,2008,Bobby Jackson,SG-PG,34,TOT,72,0.51,0.358,0.439
19011,2008,Bobby Jackson,SG,34,NOH,46,0.512,0.368,0.414
19012,2008,Bobby Jackson,PG,34,HOU,26,0.509,0.341,0.469
19013,2008,Luke Jackson,SF,26,MIA,14,0.438,0.367,0.3
19014,2008,Stephen Jackson,SF,29,GSW,73,0.536,0.363,0.435
19015,2008,Casey Jacobsen,SG,26,MEM,53,0.437,0.222,0.535
19016,2008,Jerome James,C,32,NYK,2,1.064,,1
19017,2008,LeBron James,SF,23,CLE,75,0.568,0.315,0.531
19018,2008,Mike James,PG,32,TOT,54,0.437,0.32,0.363
19019,2008,Mike James,PG,32,HOU,33,0.44,0.324,0.362
19020,2008,Mike James,PG,32,NOH,21,0.428,0.304,0.366
19021,2008,Antawn Jamison,PF,31,WAS,79,0.525,0.339,0.468
19022,2008,Marko Jaric,SG,29,MIN,75,0.518,0.362,0.451
19023,2008,Al Jefferson,C,23,MIN,82,0.535,0,0.502
19024,2008,Richard Jefferson,SF,27,NJN,82,0.571,0.362,0.486
19025,2008,Jared Jeffries,SF,26,NYK,73,0.433,0.16,0.424
19026,2008,Yi Jianlian,PF,20,MIL,66,0.485,0.286,0.427
19027,2008,Alexander Johnson,PF,24,MIA,43,0.554,,0.488
19028,2008,Amir Johnson,PF,20,DET,62,0.584,,0.558
19029,2008,Anthony Johnson,PG,33,TOT,69,0.517,0.452,0.431
19030,2008,Anthony Johnson,PG,33,ATL,42,0.503,0.429,0.431
19031,2008,Anthony Johnson,PG,33,SAC,27,0.56,0.5,0.431
19032,2008,DerMarr Johnson,SF,27,SAS,5,0.571,0.333,0.8
19033,2008,Joe Johnson,SG,26,ATL,82,0.535,0.381,0.454
19034,2008,Linton Johnson,PF,27,TOT,8,0.528,0.333,0.5
19035,2008,Linton Johnson,PF,27,PHO,6,0.536,0.5,0.5
19036,2008,Linton Johnson,PF,27,TOR,2,0.51,0,0.5
19037,2008,Bobby Jones,C-SF,24,TOT,47,0.548,0.34,0.483
19038,2008,Bobby Jones,C,24,DEN,25,0.55,0.391,0.415
19039,2008,Bobby Jones,SF,24,MEM,9,0.495,0.231,0.478
19040,2008,Bobby Jones,SF,24,HOU,4,0.5,,0.5
19041,2008,Bobby Jones,SF,24,MIA,6,0.636,0.4,0.647
19042,2008,Bobby Jones,SF,24,SAS,3,0.25,0,0.5
19043,2008,Dahntay Jones,SG,27,SAC,25,0.537,0.167,0.468
19044,2008,Damon Jones,SG,31,CLE,67,0.582,0.417,0.414
19045,2008,Dwayne Jones,PF,24,CLE,56,0.538,0,0.543
19046,2008,Eddie Jones,SG,36,DAL,47,0.473,0.293,0.5
19047,2008,Fred Jones,SG,28,NYK,70,0.546,0.385,0.45
19048,2008,James Jones,SF,27,POR,58,0.625,0.444,0.426
19049,2008,Solomon Jones,PF,23,ATL,35,0.451,0,0.429
19050,2008,Chris Kaman,C,25,LAC,56,0.538,0,0.486
19051,2008,Jason Kapono,SF,26,TOR,81,0.561,0.483,0.489
19052,2008,Coby Karl,SG,24,LAL,17,0.493,0.308,0.385
19053,2008,Viktor Khryapa,PF,25,CHI,9,0.431,0,0.4
19054,2008,Jason Kidd,PG,34,TOT,80,0.499,0.381,0.387
19055,2008,Jason Kidd,PG,34,NJN,51,0.483,0.356,0.374
