,Year,Player,Pos,Age,Tm,G,TS%,3P%,2P%
23412,2015,Josh Smith,PF,29,DET,28,0.417,0.243,0.407
23413,2015,Josh Smith,PF,29,HOU,55,0.5,0.33,0.489
23414,2015,Russ Smith,PG,23,TOT,12,0.488,0.182,0.429
23415,2015,Russ Smith,PG,23,NOP,6,0.25,0.167,0.25
23416,2015,Russ Smith,PG,23,MEM,6,0.603,0.2,0.5
23417,2015,Tony Snell,SF,23,CHI,72,0.55,0.371,0.494
23418,2015,Marreese Speights,C,27,GSW,76,0.546,0.278,0.498
23419,2015,Tiago Splitter,C,30,SAS,52,0.601,,0.558
23420,2015,Nik Stauskas,SG,21,SAC,73,0.492,0.322,0.408
23421,2015,Lance Stephenson,SG,24,CHO,61,0.419,0.171,0.425
23422,2015,Greg Stiemsma,C,29,TOR,17,0.717,,0.75
23423,2015,David Stockton,PG,23,SAC,3,0.463,0.5,0.25
23424,2015,Jarnell Stokes,PF,21,MEM,19,0.578,,0.568
23425,2015,Amar'e Stoudemire,PF,32,TOT,59,0.595,0,0.562
23426,2015,Amar'e Stoudemire,PF,32,NYK,36,0.589,0,0.549
23427,2015,Amar'e Stoudemire,PF,32,DAL,23,0.605,0,0.584
23428,2015,Rodney Stuckey,PG,28,IND,71,0.528,0.39,0.452
23429,2015,Jared Sullinger,PF,22,BOS,58,0.503,0.283,0.494
23430,2015,Jeffery Taylor,SF,25,CHO,29,0.481,0.306,0.436
23431,2015,Jeff Teague,PG,26,ATL,73,0.566,0.343,0.496
23432,2015,Mirza Teletovic,PF,29,BRK,40,0.5,0.321,0.476
23433,2015,Sebastian Telfair,PG,29,OKC,16,0.479,0.3,0.431
23434,2015,Garrett Temple,SG,28,WAS,52,0.534,0.375,0.427
23435,2015,Jason Terry,SG,37,HOU,77,0.579,0.39,0.504
23436,2015,Isaiah Thomas,PG,25,TOT,67,0.579,0.373,0.457
23437,2015,Isaiah Thomas,PG,25,PHO,46,0.579,0.391,0.449
23438,2015,Isaiah Thomas,PG,25,BOS,21,0.579,0.345,0.473
23439,2015,Lance Thomas,PF-SF,26,TOT,62,0.456,0.318,0.417
23440,2015,Lance Thomas,SF,26,OKC,22,0.402,0,0.36
23441,2015,Lance Thomas,PF,26,NYK,40,0.478,0.333,0.441
23442,2015,Malcolm Thomas,PF,26,PHI,17,0.492,0,0.545
23443,2015,Tyrus Thomas,PF,28,MEM,2,1.064,,1
23444,2015,Hollis Thompson,SG,23,PHI,71,0.538,0.401,0.426
23445,2015,Jason Thompson,PF,28,SAC,81,0.5,0,0.471
23446,2015,Klay Thompson,SG,24,GSW,77,0.591,0.439,0.481
23447,2015,Tristan Thompson,PF,23,CLE,82,0.58,,0.547
23448,2015,Marcus Thornton,SG,27,TOT,48,0.514,0.378,0.426
23449,2015,Marcus Thornton,SG,27,BOS,39,0.531,0.419,0.414
23450,2015,Marcus Thornton,SG,27,PHO,9,0.379,0.105,0.524
23451,2015,Anthony Tolliver,PF,29,TOT,76,0.569,0.366,0.534
23452,2015,Anthony Tolliver,PF,29,PHO,24,0.522,0.387,0.167
23453,2015,Anthony Tolliver,PF,29,DET,52,0.58,0.36,0.582
23454,2015,P.J. Tucker,SF,29,PHO,78,0.541,0.345,0.506
23455,2015,Ronny Turiaf,C,32,MIN,2,,,
23456,2015,Hedo Turkoglu,SF,35,LAC,62,0.602,0.432,0.469
23457,2015,Evan Turner,SG,26,BOS,82,0.482,0.277,0.458
23458,2015,Ekpe Udoh,PF,27,LAC,33,0.519,,0.458
23459,2015,Beno Udrih,PG,32,MEM,79,0.55,0.268,0.539
23460,2015,Jonas Valanciunas,C,22,TOR,80,0.623,0,0.573
23461,2015,Anderson Varejao,C,32,CLE,26,0.58,0,0.561
23462,2015,Greivis Vasquez,PG,28,TOR,82,0.514,0.379,0.436
23463,2015,Charlie Villanueva,PF,30,DAL,64,0.534,0.376,0.475
23464,2015,Noah Vonleh,PF,19,CHO,25,0.475,0.385,0.397
23465,2015,Nikola Vucevic,C,24,ORL,74,0.548,0.333,0.524
23466,2015,Dwyane Wade,SG,33,MIA,62,0.534,0.284,0.489
23467,2015,Dion Waiters,SG,23,TOT,80,0.46,0.297,0.431
23468,2015,Dion Waiters,SG,23,CLE,33,0.468,0.256,0.453
23469,2015,Dion Waiters,SG,23,OKC,47,0.455,0.319,0.419
23470,2015,Henry Walker,SF,27,MIA,24,0.497,0.341,0.361
23471,2015,Kemba Walker,PG,24,CHO,62,0.486,0.304,0.418
23472,2015,John Wall,PG,24,WAS,79,0.523,0.3,0.478
23473,2015,Gerald Wallace,SF,32,BOS,32,0.431,0.333,0.419
23474,2015,T.J. Warren,SF,21,PHO,40,0.551,0.238,0.56
23475,2015,C.J. Watson,PG,30,IND,57,0.581,0.4,0.459
23476,2015,David Wear,PF,24,SAC,2,0,0,0
23477,2015,Travis Wear,SF,24,NYK,51,0.451,0.367,0.408
23478,2015,Martell Webster,SF,28,WAS,32,0.445,0.233,0.292
23479,2015,David West,PF,34,IND,66,0.508,0.2,0.479
23480,2015,Russell Westbrook,PG,26,OKC,67,0.536,0.299,0.457
23481,2015,Hassan Whiteside,C,25,MIA,48,0.619,,0.628
23482,2015,Shayne Whittington,PF,23,IND,20,0.547,0.167,0.5
23483,2015,Andrew Wiggins,SF,19,MIN,82,0.517,0.31,0.453
23484,2015,C.J. Wilcox,SG,24,LAC,21,0.527,0.368,0.474
23485,2015,Deron Williams,PG,30,BRK,68,0.504,0.367,0.395
23486,2015,Derrick Williams,PF,23,SAC,74,0.54,0.314,0.511
23487,2015,Elliot Williams,SG,25,TOT,13,0.477,0.444,0.316
23488,2015,Elliot Williams,SG,25,UTA,5,0.648,0.714,0.167
23489,2015,Elliot Williams,SG,25,NOP,8,0.382,0.273,0.385
23490,2015,Lou Williams,SG,28,TOR,80,0.564,0.34,0.464
23491,2015,Marvin Williams,PF,28,CHO,78,0.541,0.358,0.5
23492,2015,Mo Williams,PG,32,TOT,68,0.512,0.342,0.434
23493,2015,Mo Williams,PG,32,MIN,41,0.511,0.347,0.437
23494,2015,Mo Williams,PG,32,CHO,27,0.512,0.337,0.43
23495,2015,Reggie Williams,SF,28,SAS,20,0.454,0.158,0.6
23496,2015,Shawne Williams,SF,28,TOT,63,0.537,0.36,0.467
23497,2015,Shawne Williams,SF,28,MIA,44,0.574,0.395,0.477
23498,2015,Shawne Williams,SF,28,DET,19,0.388,0.154,0.441
23499,2015,Jeff Withey,C,24,NOP,37,0.57,,0.5
23500,2015,Nate Wolters,PG,23,TOT,21,0.352,0,0.4
23501,2015,Nate Wolters,PG,23,MIL,11,0.382,0,0.462
23502,2015,Nate Wolters,PG,23,NOP,10,0.316,0,0.333
23503,2015,Brandan Wright,PF,27,TOT,75,0.66,0,0.647
23504,2015,Brandan Wright,PF,27,DAL,27,0.762,,0.748
23505,2015,Brandan Wright,PF,27,BOS,8,0.571,,0.571
23506,2015,Brandan Wright,PF,27,PHO,40,0.6,0,0.588
23507,2015,Dorell Wright,SF,29,POR,48,0.525,0.38,0.378
23508,2015,Tony Wroten,PG,21,PHI,30,0.494,0.261,0.473
23509,2015,James Young,SG,19,BOS,31,0.457,0.258,0.528
23510,2015,Nick Young,SG,29,LAL,42,0.52,0.369,0.363
23511,2015,Thaddeus Young,PF,26,TOT,76,0.507,0.33,0.484
23512,2015,Thaddeus Young,PF,26,MIN,48,0.491,0.292,0.469
23513,2015,Thaddeus Young,PF,26,BRK,28,0.539,0.38,0.516
23514,2015,Cody Zeller,C,22,CHO,62,0.53,1,0.46
23515,2015,Tyler Zeller,C,25,BOS,82,0.594,,0.549
23516,,,,,,,,,
23517,2016,Quincy Acy,PF,25,SAC,59,0.629,0.388,0.606
23518,2016,Jordan Adams,SG,21,MEM,2,0.427,0,0.4
23519,2016,Steven Adams,C,22,OKC,80,0.621,,0.613
23520,2016,Arron Afflalo,SG,30,NYK,71,0.531,0.382,0.469
23521,2016,Alexis Ajinca,C,27,NOP,59,0.514,0,0.478
23522,2016,Cole Aldrich,C,27,LAC,60,0.626,,0.596
23523,2016,LaMarcus Aldridge,PF,30,SAS,74,0.565,0,0.521
23524,2016,Cliff Alexander,PF,20,POR,8,0.5,,0.5
23525,2016,Lavoy Allen,PF,26,IND,79,0.532,,0.516
23526,2016,Tony Allen,SG,34,MEM,64,0.505,0.357,0.468
23527,2016,Al-Farouq Aminu,SF,25,POR,82,0.533,0.361,0.468
23528,2016,Lou Amundson,PF,33,NYK,29,0.401,,0.358
23529,2016,Chris Andersen,C,37,TOT,27,0.598,0.286,0.586
23530,2016,Chris Andersen,C,37,MIA,7,0.553,0.4,0.4
23531,2016,Chris Andersen,C,37,MEM,20,0.605,0.222,0.604
23532,2016,Alan Anderson,SG,33,WAS,13,0.495,0.324,0.409
23533,2016,James Anderson,SG,26,SAC,51,0.469,0.267,0.478
23534,2016,Justin Anderson,SF,22,DAL,55,0.522,0.265,0.533
23535,2016,Kyle Anderson,SF,22,SAS,78,0.528,0.324,0.488
23536,2016,Ryan Anderson,PF,27,NOP,66,0.546,0.366,0.466
23537,2016,Giannis Antetokounmpo,PG,21,MIL,80,0.566,0.257,0.537
23538,2016,Thanasis Antetokounmpo,SF,23,NYK,2,0.75,0,1
23539,2016,Carmelo Anthony,SF,31,NYK,72,0.53,0.339,0.463
23540,2016,Joel Anthony,C,33,DET,19,0.666,,0.6
23541,2016,Keith Appling,PG,23,ORL,5,0.338,0,0.4
23542,2016,Trevor Ariza,SF,30,HOU,81,0.551,0.371,0.478
23543,2016,Darrell Arthur,PF,27,DEN,70,0.514,0.385,0.473
23544,2016,Omer Asik,C,29,NOP,68,0.551,,0.533
23545,2016,D.J. Augustin,PG,28,TOT,62,0.575,0.405,0.44
23546,2016,D.J. Augustin,PG,28,OKC,34,0.522,0.393,0.367
23547,2016,D.J. Augustin,PG,28,DEN,28,0.601,0.411,0.475
23548,2016,Jeff Ayres,C,28,LAC,17,0.585,0,0.545
23549,2016,Luke Babbitt,SF,26,NOP,47,0.526,0.404,0.433
23550,2016,Cameron Bairstow,C,25,CHI,18,0.391,0.2,0.343
23551,2016,Leandro Barbosa,SG,33,GSW,68,0.545,0.355,0.508
23552,2016,J.J. Barea,PG,31,DAL,74,0.536,0.385,0.481
23553,2016,Andrea Bargnani,C,30,BRK,46,0.5,0.188,0.471
23554,2016,Harrison Barnes,SF,23,GSW,66,0.559,0.383,0.508
23555,2016,Matt Barnes,SF,35,MEM,76,0.503,0.322,0.449
23556,2016,Will Barton,SG,25,DEN,82,0.535,0.345,0.476
23557,2016,Brandon Bass,PF,30,LAL,66,0.619,0,0.552
23558,2016,Nicolas Batum,SF,27,CHO,70,0.546,0.348,0.492
23559,2016,Jerryd Bayless,SG,27,MIL,52,0.568,0.437,0.408
23560,2016,Aron Baynes,C,29,DET,81,0.563,0,0.508
23561,2016,Kent Bazemore,SF,26,ATL,75,0.551,0.357,0.502
23562,2016,Bradley Beal,SG,22,WAS,55,0.547,0.387,0.481
23563,2016,Michael Beasley,PF,27,HOU,20,0.563,0.333,0.531
23564,2016,Marco Belinelli,SG,29,SAC,68,0.5,0.306,0.456
23565,2016,Anthony Bennett,PF,22,TOR,19,0.446,0.214,0.385
23566,2016,Patrick Beverley,PG,27,HOU,71,0.553,0.4,0.472
23567,2016,Bismack Biyombo,C,23,TOR,82,0.586,0,0.544
23568,2016,Nemanja Bjelica,PF,27,MIN,60,0.594,0.384,0.564
23569,2016,Tarik Black,C,24,LAL,39,0.537,,0.548
23570,2016,DeJuan Blair,C,26,WAS,29,0.414,0,0.418
23571,2016,Steve Blake,PG,35,DET,58,0.51,0.344,0.461
23572,2016,Eric Bledsoe,PG,26,PHO,31,0.557,0.372,0.482
23573,2016,Bojan Bogdanovic,SF,26,BRK,79,0.55,0.382,0.474
23574,2016,Andrew Bogut,C,31,GSW,70,0.623,1,0.626
23575,2016,Matt Bonner,C,35,SAS,30,0.647,0.441,0.609
23576,2016,Devin Booker,SG,19,PHO,76,0.535,0.343,0.464
23577,2016,Trevor Booker,PF,28,UTA,79,0.533,0.293,0.513
23578,2016,Chris Bosh,PF,31,MIA,53,0.571,0.365,0.508
23579,2016,Avery Bradley,SG,25,BOS,76,0.538,0.361,0.505
23580,2016,Elton Brand,C,36,PHI,17,0.461,0,0.437
23581,2016,Corey Brewer,SF,29,HOU,82,0.481,0.272,0.46
23582,2016,Aaron Brooks,PG,31,CHI,69,0.494,0.357,0.43
23583,2016,Anthony Brown,SF,23,LAL,29,0.427,0.286,0.339
23584,2016,Lorenzo Brown,PG,25,PHO,8,0.374,0.125,0.412
23585,2016,Markel Brown,SG,24,BRK,62,0.5,0.314,0.443
23586,2016,Kobe Bryant,SF,37,LAL,66,0.469,0.285,0.41
23587,2016,Chase Budinger,SF,27,TOT,66,0.514,0.279,0.523
23588,2016,Chase Budinger,SF,27,IND,49,0.502,0.29,0.488
23589,2016,Chase Budinger,SF,27,PHO,17,0.567,0.235,0.679
23590,2016,Reggie Bullock,SF,24,DET,37,0.583,0.415,0.467
23591,2016,Trey Burke,PG,23,UTA,64,0.507,0.344,0.46
23592,2016,Alec Burks,SG,24,UTA,31,0.52,0.405,0.412
23593,2016,Caron Butler,SF,35,SAC,17,0.49,0.167,0.537
23594,2016,Jimmy Butler,SG,26,CHI,67,0.562,0.312,0.489
23595,2016,Rasual Butler,SF,36,SAS,46,0.558,0.306,0.618
23596,2016,Bruno Caboclo,SF,20,TOR,6,0.125,0.143,0
23597,2016,Jose Calderon,PG,34,NYK,72,0.571,0.414,0.496
23598,2016,Kentavious Caldwell-Pope,SG,22,DET,76,0.521,0.309,0.489
23599,2016,Isaiah Canaan,SG,24,PHI,77,0.528,0.363,0.354
23600,2016,Clint Capela,C,21,HOU,77,0.553,0,0.583
23601,2016,DeMarre Carroll,SF,29,TOR,26,0.49,0.39,0.388
23602,2016,Vince Carter,SG,39,MEM,60,0.52,0.349,0.425
23603,2016,Michael Carter-Williams,PG,24,MIL,54,0.497,0.273,0.472
23604,2016,Omri Casspi,SF,27,SAC,69,0.587,0.409,0.537
23605,2016,Willie Cauley-Stein,C,22,SAC,66,0.588,0,0.567
23606,2016,Mario Chalmers,PG,29,TOT,61,0.561,0.309,0.461
23607,2016,Mario Chalmers,PG,29,MIA,6,0.437,0.091,0.429
23608,2016,Mario Chalmers,PG,29,MEM,55,0.57,0.326,0.464
23609,2016,Tyson Chandler,C,33,PHO,66,0.606,0,0.585
23610,2016,Rakeem Christmas,PF,24,IND,1,1,,1
23611,2016,Ian Clark,SG,24,GSW,66,0.544,0.357,0.5
23612,2016,Coty Clarke,SF,23,BOS,3,0.75,1,0
23613,2016,Jordan Clarkson,SG,23,LAL,79,0.516,0.347,0.468
23614,2016,Norris Cole,PG,27,NOP,45,0.465,0.324,0.427
23615,2016,Darren Collison,PG,28,SAC,74,0.591,0.401,0.519
23616,2016,Nick Collison,PF,35,OKC,59,0.498,0,0.467
23617,2016,Mike Conley,PG,28,MEM,56,0.538,0.363,0.449
23618,2016,Pat Connaughton,SG,23,POR,34,0.352,0.238,0.286
23619,2016,Chris Copeland,PF,31,MIL,24,0.462,0.278,0.467
23620,2016,Bryce Cotton,PG,23,TOT,8,0.4,0,0.571
23621,2016,Bryce Cotton,PG,23,PHO,3,0.25,0,0.4
23622,2016,Bryce Cotton,PG,23,MEM,5,1,,1
23623,2016,DeMarcus Cousins,C,25,SAC,65,0.538,0.333,0.473
23624,2016,Robert Covington,SF,25,PHI,67,0.543,0.353,0.452
23625,2016,Allen Crabbe,SG,23,POR,81,0.572,0.393,0.506
23626,2016,Jamal Crawford,SG,35,LAC,79,0.529,0.34,0.44
23627,2016,Jae Crowder,SF,25,BOS,73,0.565,0.336,0.529
23628,2016,Dante Cunningham,SF,28,NOP,80,0.54,0.316,0.55
23629,2016,Jared Cunningham,SG,24,TOT,44,0.464,0.308,0.364
23630,2016,Jared Cunningham,SG,24,CLE,40,0.464,0.313,0.373
23631,2016,Jared Cunningham,SG,24,MIL,4,0.468,0.286,0.286
23632,2016,Seth Curry,PG,25,SAC,44,0.603,0.45,0.46
23633,2016,Stephen Curry,PG,27,GSW,79,0.669,0.454,0.566
23634,2016,Troy Daniels,SG,24,CHO,43,0.634,0.484,0.462
23635,2016,Anthony Davis,C,22,NOP,61,0.559,0.324,0.511
23636,2016,Ed Davis,PF,26,POR,81,0.616,,0.611
23637,2016,Branden Dawson,PF,22,LAC,6,0.46,,0.4
23638,2016,Dewayne Dedmon,C,26,ORL,58,0.606,,0.559
23639,2016,Bryce Dejean-Jones,SG,23,NOP,14,0.505,0.375,0.432
23640,2016,Sam Dekker,SF,21,HOU,3,,,
23641,2016,Matthew Dellavedova,PG,25,CLE,76,0.527,0.41,0.401
23642,2016,Luol Deng,PF,30,MIA,74,0.549,0.344,0.513
23643,2016,DeMar DeRozan,SG,26,TOR,78,0.55,0.338,0.458
23644,2016,Boris Diaw,PF,33,SAS,76,0.582,0.362,0.564
23645,2016,Gorgui Dieng,C,26,MIN,82,0.601,0.3,0.54
23646,2016,Spencer Dinwiddie,PG,22,DET,12,0.423,0.1,0.409
23647,2016,Toney Douglas,PG,29,NOP,61,0.543,0.399,0.421
23648,2016,Goran Dragic,PG,29,MIA,72,0.537,0.312,0.527
23649,2016,Andre Drummond,C,22,DET,81,0.499,0.333,0.522
23650,2016,Jared Dudley,PF,30,WAS,81,0.602,0.42,0.534
23651,2016,Duje Dukan,SF,24,SAC,1,0.3,0.4,0
23652,2016,Tim Duncan,C,39,SAS,61,0.523,0,0.49
23653,2016,Mike Dunleavy,SF,35,CHI,31,0.543,0.394,0.427
23654,2016,Kevin Durant,SF,27,OKC,72,0.634,0.387,0.569
23655,2016,Cleanthony Early,SF,24,NYK,17,0.371,0.267,0.32
23656,2016,Jarell Eddie,SF,24,WAS,26,0.46,0.319,0.278
23657,2016,Wayne Ellington,SG,28,BRK,76,0.498,0.358,0.416
23658,2016,Monta Ellis,SG,30,IND,81,0.504,0.309,0.472
23659,2016,James Ennis,SF,25,TOT,22,0.621,0.448,0.509
23660,2016,James Ennis,SF,25,MIA,3,,,
23661,2016,James Ennis,SF,25,MEM,10,0.46,0.25,0.4
23662,2016,James Ennis,SF,25,NOP,9,0.647,0.48,0.52
23663,2016,Tyler Ennis,PG,21,MIL,46,0.51,0.333,0.48
23664,2016,Jeremy Evans,SF,28,DAL,30,0.62,0.25,0.688
23665,2016,Tyreke Evans,SG,26,NOP,25,0.534,0.388,0.45
23666,2016,Festus Ezeli,C,26,GSW,46,0.559,,0.548
23667,2016,Kenneth Faried,PF,26,DEN,67,0.577,0.5,0.558
23668,2016,Jordan Farmar,PG,29,MEM,12,0.527,0.356,0.473
23669,2016,Derrick Favors,PF,24,UTA,62,0.551,0,0.518
23670,2016,Cristiano Felicio,C,23,CHI,31,0.601,0,0.588
23671,2016,Raymond Felton,PG,31,DAL,80,0.502,0.282,0.463
23672,2016,Evan Fournier,SF,23,ORL,79,0.587,0.4,0.506
23673,2016,Randy Foye,SG,32,TOT,81,0.461,0.3,0.405
23674,2016,Randy Foye,SG,32,DEN,54,0.457,0.296,0.409
23675,2016,Randy Foye,SG,32,OKC,27,0.469,0.309,0.397
23676,2016,Tim Frazier,PG,25,TOT,51,0.499,0.333,0.442
23677,2016,Tim Frazier,PG,25,POR,35,0.383,0.176,0.395
23678,2016,Tim Frazier,PG,25,NOP,16,0.539,0.419,0.457
23679,2016,Jimmer Fredette,SG,26,TOT,6,0.625,0.5,0.333
23680,2016,Jimmer Fredette,SG,26,NOP,4,0.25,0,0.333
23681,2016,Jimmer Fredette,SG,26,NYK,2,1.094,1,
23682,2016,Channing Frye,PF-C,32,TOT,70,0.586,0.387,0.545
23683,2016,Channing Frye,PF,32,ORL,44,0.586,0.397,0.508
23684,2016,Channing Frye,C,32,CLE,26,0.586,0.377,0.596
23685,2016,Danilo Gallinari,SF,27,DEN,53,0.582,0.364,0.434
23686,2016,Langston Galloway,PG,24,NYK,82,0.49,0.344,0.423
23687,2016,Kevin Garnett,PF,39,MIN,38,0.491,0,0.474
23688,2016,Marc Gasol,C,31,MEM,52,0.528,0.667,0.463
23689,2016,Pau Gasol,C,35,CHI,72,0.529,0.348,0.478
23690,2016,Rudy Gay,SF,29,SAC,70,0.538,0.344,0.495
23691,2016,Alonzo Gee,SF,28,NOP,73,0.572,0.283,0.59
23692,2016,Paul George,SF,25,IND,81,0.557,0.371,0.447
23693,2016,Taj Gibson,PF,30,CHI,73,0.556,0,0.529
23694,2016,Manu Ginobili,SG,38,SAS,58,0.573,0.391,0.496
23695,2016,Rudy Gobert,C,23,UTA,61,0.582,,0.559
23696,2016,Drew Gooden,PF,34,WAS,30,0.376,0.171,0.419
23697,2016,Archie Goodwin,PG,21,PHO,57,0.498,0.232,0.474
23698,2016,Aaron Gordon,PF,20,ORL,78,0.541,0.296,0.531
23699,2016,Eric Gordon,SG,27,NOP,45,0.565,0.384,0.457
23700,2016,Marcin Gortat,C,31,WAS,75,0.592,0,0.567
23701,2016,Andrew Goudelock,PG,27,HOU,8,0.506,0.111,0.727
23702,2016,Jerami Grant,SF,21,PHI,77,0.506,0.24,0.477
23703,2016,Jerian Grant,PG,23,NYK,76,0.479,0.22,0.454
23704,2016,Danny Green,SG,28,SAS,79,0.492,0.332,0.448
23705,2016,Draymond Green,PF,25,GSW,81,0.587,0.388,0.537
23706,2016,Erick Green,PG,24,TOT,9,0.468,0.2,0.5
23707,2016,Erick Green,PG,24,DEN,3,0,0,
23708,2016,Erick Green,PG,24,UTA,6,0.505,0.25,0.5
23709,2016,Gerald Green,SG,30,MIA,69,0.491,0.323,0.446
23710,2016,JaMychal Green,PF,25,MEM,78,0.52,0.333,0.478
23711,2016,Jeff Green,SF,29,TOT,80,0.51,0.315,0.47
23712,2016,Jeff Green,SF,29,MEM,53,0.517,0.309,0.47
23713,2016,Jeff Green,SF,29,LAC,27,0.496,0.325,0.468
23714,2016,Blake Griffin,PF,26,LAC,35,0.544,0.333,0.504
23715,2016,Jorge Gutierrez,PG,27,CHO,12,0.694,0,0.667
23716,2016,P.J. Hairston,SF,23,TOT,66,0.47,0.29,0.449
23717,2016,P.J. Hairston,SF,23,CHO,48,0.486,0.314,0.433
23718,2016,P.J. Hairston,SF,23,MEM,18,0.438,0.232,0.476
23719,2016,Jordan Hamilton,SF,25,NOP,11,0.499,0.289,0.507
23720,2016,Tyler Hansbrough,PF,30,CHO,44,0.522,0.667,0.441
23721,2016,Tim Hardaway,SG,23,ATL,51,0.563,0.338,0.537
23722,2016,James Harden,SG,26,HOU,82,0.598,0.359,0.494
23723,2016,Maurice Harkless,SF,22,POR,78,0.541,0.279,0.576
23724,2016,Justin Harper,PF,26,DET,5,0.597,0.444,0
23725,2016,Montrezl Harrell,PF,22,HOU,39,0.635,0,0.652
23726,2016,Devin Harris,PG,32,DAL,64,0.559,0.329,0.532
23727,2016,Gary Harris,SG,21,DEN,76,0.566,0.354,0.543
23728,2016,Joe Harris,SG,24,CLE,5,0.375,0.25,
23729,2016,Tobias Harris,PF,23,TOT,76,0.56,0.335,0.518
23730,2016,Tobias Harris,PF,23,ORL,49,0.55,0.311,0.523
23731,2016,Tobias Harris,PF,23,DET,27,0.577,0.375,0.512
23732,2016,Aaron Harrison,SG,21,CHO,21,0.371,0.3,0.222
23733,2016,Udonis Haslem,PF,35,MIA,37,0.434,0.111,0.423
23734,2016,Spencer Hawes,PF,27,CHO,57,0.508,0.373,0.422
23735,2016,Chuck Hayes,C,32,HOU,2,0.694,,0.5
23736,2016,Gordon Hayward,SF,25,UTA,80,0.559,0.349,0.477
23737,2016,Gerald Henderson,SG,28,POR,72,0.526,0.353,0.468
23738,2016,John Henson,C,25,MIL,57,0.58,0,0.566
23739,2016,Mario Hezonja,SF,20,ORL,79,0.541,0.349,0.504
23740,2016,Roy Hibbert,C,29,LAL,81,0.507,0,0.445
23741,2016,J.J. Hickson,C,27,TOT,35,0.514,0,0.519
23742,2016,J.J. Hickson,C,27,DEN,20,0.508,,0.505
23743,2016,J.J. Hickson,C,27,WAS,15,0.528,0,0.556
23744,2016,Nene Hilario,PF,33,WAS,57,0.564,0,0.549
23745,2016,George Hill,PG,29,IND,74,0.555,0.408,0.466
23746,2016,Jordan Hill,C,28,IND,73,0.534,0,0.507
23747,2016,Solomon Hill,SF,24,IND,59,0.543,0.324,0.515
23748,2016,Darrun Hilliard,SG,22,DET,38,0.511,0.38,0.407
23749,2016,Kirk Hinrich,PG,35,TOT,46,0.504,0.387,0.373
23750,2016,Kirk Hinrich,PG,35,CHI,35,0.528,0.411,0.387
23751,2016,Kirk Hinrich,PG,35,ATL,11,0.227,0.167,0.2
23752,2016,Jrue Holiday,PG,25,NOP,65,0.529,0.336,0.478
23753,2016,Justin Holiday,SG,26,TOT,53,0.489,0.343,0.423
23754,2016,Justin Holiday,SG,26,ATL,26,0.407,0.222,0.5
23755,2016,Justin Holiday,SG,26,CHI,27,0.527,0.433,0.4
23756,2016,Ryan Hollins,C,31,TOT,37,0.636,,0.62
23757,2016,Ryan Hollins,C,31,WAS,5,0.571,,0.571
23758,2016,Ryan Hollins,C,31,MEM,32,0.641,,0.625
23759,2016,Rondae Hollis-Jefferson,SF,21,BRK,29,0.519,0.286,0.476
23760,2016,Richaun Holmes,PF,22,PHI,51,0.564,0.182,0.596
23761,2016,Rodney Hood,SG,23,UTA,79,0.542,0.359,0.472
23762,2016,Al Horford,C,29,ATL,82,0.565,0.344,0.557
23763,2016,Dwight Howard,C,30,HOU,71,0.604,0,0.626
23764,2016,Marcelo Huertas,PG,32,LAL,53,0.488,0.262,0.479
23765,2016,Josh Huestis,PF,24,OKC,5,0.509,0.667,0.167
23766,2016,Kris Humphries,PF,30,TOT,53,0.517,0.315,0.465
23767,2016,Kris Humphries,PF,30,WAS,28,0.524,0.343,0.451
23768,2016,Kris Humphries,PF,30,PHO,4,0.367,0.3,0.269
23769,2016,Kris Humphries,PF,30,ATL,21,0.555,0.258,0.557
23770,2016,R.J. Hunter,SG,22,BOS,36,0.48,0.302,0.486
23771,2016,Serge Ibaka,PF,26,OKC,78,0.533,0.326,0.52
23772,2016,Andre Iguodala,SF,32,GSW,65,0.565,0.351,0.57
23773,2016,Ersan Ilyasova,PF,28,TOT,74,0.526,0.371,0.458
23774,2016,Ersan Ilyasova,PF,28,DET,52,0.53,0.363,0.471
23775,2016,Ersan Ilyasova,PF,28,ORL,22,0.515,0.409,0.422
23776,2016,Joe Ingles,SF,28,UTA,81,0.572,0.386,0.531
23777,2016,Damien Inglis,SF,20,MIL,20,0.444,0.231,0.417
23778,2016,Kyrie Irving,PG,23,CLE,53,0.54,0.321,0.502
23779,2016,Jarrett Jack,PG,32,BRK,32,0.505,0.304,0.426
23780,2016,Reggie Jackson,PG,25,DET,79,0.535,0.353,0.464
23781,2016,LeBron James,SF,31,CLE,76,0.588,0.309,0.573
23782,2016,Al Jefferson,C,31,CHO,47,0.507,,0.485
23783,2016,Cory Jefferson,PF,25,PHO,8,0.446,0,0.429
23784,2016,Richard Jefferson,SF,35,CLE,74,0.585,0.382,0.554
23785,2016,John Jenkins,SG,24,TOT,43,0.522,0.314,0.505
23786,2016,John Jenkins,SG,24,DAL,21,0.466,0.158,0.51
23787,2016,John Jenkins,SG,24,PHO,22,0.564,0.406,0.5
23788,2016,Brandon Jennings,PG,26,TOT,48,0.491,0.329,0.409
23789,2016,Brandon Jennings,PG,26,DET,23,0.491,0.312,0.439
23790,2016,Brandon Jennings,PG,26,ORL,25,0.49,0.346,0.386
23791,2016,Jonas Jerebko,PF,28,BOS,78,0.531,0.398,0.421
23792,2016,Amir Johnson,PF,28,BOS,79,0.602,0.233,0.624
23793,2016,Chris Johnson,SF,25,UTA,70,0.482,0.273,0.474
