Year,Player,Age,Tm,G
18968,2008,Devin Harris,24,DAL,39
18969,2008,Devin Harris,24,NJN,25
18970,2008,Mike Harris,24,HOU,17
18971,2008,David Harrison,25,IND,55
18972,2008,Jason Hart,29,UTA,57
18973,2008,Udonis Haslem,27,MIA,49
18974,2008,Trenton Hassell,28,TOT,63
18975,2008,Trenton Hassell,28,DAL,37
18976,2008,Trenton Hassell,28,NJN,26
18977,2008,Spencer Hawes,19,SAC,71
18978,2008,Chuck Hayes,24,HOU,79
18979,2008,Jarvis Hayes,26,DET,82
18980,2008,Brendan Haywood,28,WAS,80
18981,2008,Luther Head,25,HOU,73
18982,2008,Walter Herrmann,28,TOT,45
18983,2008,Walter Herrmann,28,CHA,17
18984,2008,Walter Herrmann,28,DET,28
18985,2008,Nene Hilario,25,DEN,16
18986,2008,Grant Hill,35,PHO,70
18987,2008,Kirk Hinrich,27,CHI,75
18988,2008,Ryan Hollins,23,CHA,60
18989,2008,Al Horford,21,ATL,81
18990,2008,Robert Horry,37,SAS,45
18991,2008,Eddie House,29,BOS,78
18992,2008,Dwight Howard,22,ORL,82
18993,2008,Josh Howard,27,DAL,76
18994,2008,Juwan Howard,34,DAL,50
18995,2008,Troy Hudson,31,GSW,9
18996,2008,Larry Hughes,29,TOT,68
18997,2008,Larry Hughes,29,CLE,40
18998,2008,Larry Hughes,29,CHI,28
18999,2008,Kris Humphries,22,TOR,70
19000,2008,Lindsey Hunter,37,DET,24
19001,2008,Steven Hunter,26,DEN,19
19002,2008,Andre Iguodala,24,PHI,82
19003,2008,Zydrunas Ilgauskas,32,CLE,73
19004,2008,Didier Ilunga-Mbenga,27,TOT,42
19005,2008,Didier Ilunga-Mbenga,27,GSW,16
19006,2008,Didier Ilunga-Mbenga,27,LAL,26
19007,2008,Allen Iverson*,32,DEN,82
19008,2008,Royal Ivey,26,MIL,75
19009,2008,Jarrett Jack,24,POR,82
19010,2008,Bobby Jackson,34,TOT,72
19011,2008,Bobby Jackson,34,NOH,46
19012,2008,Bobby Jackson,34,HOU,26
19013,2008,Luke Jackson,26,MIA,14
19014,2008,Stephen Jackson,29,GSW,73
19015,2008,Casey Jacobsen,26,MEM,53
19016,2008,Jerome James,32,NYK,2
19017,2008,LeBron James,23,CLE,75
19018,2008,Mike James,32,TOT,54
19019,2008,Mike James,32,HOU,33
19020,2008,Mike James,32,NOH,21
19021,2008,Antawn Jamison,31,WAS,79
19022,2008,Marko Jaric,29,MIN,75
19023,2008,Al Jefferson,23,MIN,82
19024,2008,Richard Jefferson,27,NJN,82
19025,2008,Jared Jeffries,26,NYK,73
19026,2008,Yi Jianlian,20,MIL,66
19027,2008,Alexander Johnson,24,MIA,43
19028,2008,Amir Johnson,20,DET,62
19029,2008,Anthony Johnson,33,TOT,69
19030,2008,Anthony Johnson,33,ATL,42
19031,2008,Anthony Johnson,33,SAC,27
19032,2008,DerMarr Johnson,27,SAS,5
19033,2008,Joe Johnson,26,ATL,82
19034,2008,Linton Johnson,27,TOT,8
19035,2008,Linton Johnson,27,PHO,6
19036,2008,Linton Johnson,27,TOR,2
19037,2008,Bobby Jones,24,TOT,47
19038,2008,Bobby Jones,24,DEN,25
19039,2008,Bobby Jones,24,MEM,9
19040,2008,Bobby Jones,24,HOU,4
19041,2008,Bobby Jones,24,MIA,6
19042,2008,Bobby Jones,24,SAS,3
19043,2008,Dahntay Jones,27,SAC,25
19044,2008,Damon Jones,31,CLE,67
19045,2008,Dwayne Jones,24,CLE,56
19046,2008,Eddie Jones,36,DAL,47
19047,2008,Fred Jones,28,NYK,70
19048,2008,James Jones,27,POR,58
19049,2008,Solomon Jones,23,ATL,35
19050,2008,Chris Kaman,25,LAC,56
19051,2008,Jason Kapono,26,TOR,81
19052,2008,Coby Karl,24,LAL,17
19053,2008,Viktor Khryapa,25,CHI,9
19054,2008,Jason Kidd,34,TOT,80
19055,2008,Jason Kidd,34,NJN,51
19056,2008,Jason Kidd,34,DAL,29
19057,2008,Tarence Kinsey,23,MEM,11
19058,2008,Andrei Kirilenko,26,UTA,72
19059,2008,Linas Kleiza,23,DEN,79
19060,2008,Brevin Knight,32,LAC,74
19061,2008,Kyle Korver,26,TOT,75
19062,2008,Kyle Korver,26,PHI,25
19063,2008,Kyle Korver,26,UTA,50
19064,2008,Nenad Krstic,24,NJN,45
19065,2008,Raef LaFrentz,31,POR,39
19066,2008,Carl Landry,24,HOU,42
19067,2008,Keith Langford,24,SAS,2
19068,2008,Stephane Lasme,25,TOT,16
19069,2008,Stephane Lasme,25,GSW,1
19070,2008,Stephane Lasme,25,MIA,15
19071,2008,Acie Law,23,ATL,56
19072,2008,David Lee,24,NYK,81
19073,2008,Rashard Lewis,28,ORL,81
19074,2008,Kyle Lowry,21,MEM,82
19075,2008,Tyronn Lue,30,TOT,50
19076,2008,Tyronn Lue,30,ATL,33
19077,2008,Tyronn Lue,30,DAL,17
19078,2008,Mark Madsen,32,MIN,20
19079,2008,Corey Maggette,28,LAC,70
19080,2008,Jamaal Magloire,29,TOT,31
19081,2008,Jamaal Magloire,29,NJN,24
19082,2008,Jamaal Magloire,29,DAL,7
19083,2008,Ian Mahinmi,21,SAS,6
19084,2008,Stephon Marbury,30,NYK,24
19085,2008,Shawn Marion,29,TOT,63
19086,2008,Shawn Marion,29,PHO,47
19087,2008,Shawn Marion,29,MIA,16
19088,2008,Sean Marks,32,PHO,19
19089,2008,Donyell Marshall,34,TOT,26
19090,2008,Donyell Marshall,34,CLE,11
19091,2008,Donyell Marshall,34,SEA,15
19092,2008,Darrick Martin,36,TOR,17
19093,2008,Kenyon Martin,30,DEN,71
19094,2008,Kevin Martin,24,SAC,61
19095,2008,Desmond Mason,30,MIL,59
19096,2008,Roger Mason,27,WAS,80
19097,2008,Jason Maxiell,24,DET,82
19098,2008,Rashad McCants,23,MIN,75
19099,2008,Jelani McCoy,30,DEN,6
19100,2008,Antonio McDyess,33,DET,78
19101,2008,Tracy McGrady,28,HOU,66
19102,2008,Dominic McGuire,22,WAS,70
19103,2008,Jeff McInnis,33,CHA,54
19104,2008,Josh McRoberts,20,POR,8
19105,2008,Chris Mihm,28,LAL,23
19106,2008,C.J. Miles,20,UTA,60
19107,2008,Darko Milicic,22,MEM,70
19108,2008,Andre Miller,31,PHI,82
19109,2008,Brad Miller,31,SAC,72
19110,2008,Mike Miller,27,MEM,70
19111,2008,Paul Millsap,22,UTA,82
19112,2008,Yao Ming*,27,HOU,55
19113,2008,Cuttino Mobley,32,LAC,77
19114,2008,Nazr Mohammed,30,TOT,82
19115,2008,Nazr Mohammed,30,DET,21
19116,2008,Nazr Mohammed,30,CHA,61
19117,2008,Jamario Moon,27,TOR,78
19118,2008,Mikki Moore,32,SAC,82
19119,2008,Randolph Morris,22,NYK,18
19120,2008,Alonzo Mourning*,37,MIA,25
19121,2008,Troy Murphy,27,IND,75
19122,2008,Ronald Murray,28,TOT,42
19123,2008,Ronald Murray,28,DET,19
19124,2008,Ronald Murray,28,IND,23
19125,2008,Dikembe Mutombo*,41,HOU,39
19126,2008,Bostjan Nachbar,27,NJN,75
19127,2008,Eduardo Najera,31,DEN,78
19128,2008,Steve Nash,33,PHO,81
19129,2008,Juan Carlos,27,MEM,82
19130,2008,Jameer Nelson,25,ORL,69
19131,2008,Rasho Nesterovic,31,TOR,71
19132,2008,Ira Newble,33,TOT,49
19133,2008,Ira Newble,33,CLE,41
19134,2008,Ira Newble,33,SEA,2
19135,2008,Ira Newble,33,LAL,6
19136,2008,Demetris Nichols,23,TOT,14
19137,2008,Demetris Nichols,23,CLE,3
19138,2008,Demetris Nichols,23,CHI,11
19139,2008,Joakim Noah,22,CHI,74
19140,2008,Andres Nocioni,28,CHI,82
19141,2008,Steve Novak,24,HOU,35
19142,2008,Dirk Nowitzki,29,DAL,77
19143,2008,Patrick O'Bryant,21,GSW,24
19144,2008,Jermaine O'Neal,29,IND,42
19145,2008,Shaquille O'Neal*,35,TOT,61
19146,2008,Shaquille O'Neal*,35,MIA,33
19147,2008,Shaquille O'Neal*,35,PHO,28
19148,2008,Fabricio Oberto,32,SAS,82
19149,2008,Lamar Odom,28,LAL,77
19150,2008,Emeka Okafor,25,CHA,82
19151,2008,Mehmet Okur,28,UTA,72
19152,2008,Kevin Ollie,35,PHI,40
19153,2008,Bo Outlaw,36,ORL,2
19154,2008,Travis Outlaw,23,POR,82
19155,2008,Andre Owens,27,IND,31
19156,2008,Zaza Pachulia,23,ATL,62
19157,2008,Jannero Pargo,28,NOH,80
19158,2008,Anthony Parker,32,TOR,82
19159,2008,Smush Parker,26,TOT,28
19160,2008,Smush Parker,26,MIA,9
19161,2008,Smush Parker,26,LAC,19
19162,2008,Tony Parker,25,SAS,69
19163,2008,Ruben Patterson,32,LAC,20
19164,2008,Chris Paul,22,NOH,80
19165,2008,Sasha Pavlovic,24,CLE,51
19166,2008,Oleksiy Pecherov,22,WAS,35
19167,2008,Kendrick Perkins,23,BOS,78
19168,2008,Kosta Perovic,22,GSW,7
19169,2008,Morris Peterson,30,NOH,76
19170,2008,Johan Petro,22,SEA,72
19171,2008,Eric Piatkowski,37,PHO,16
19172,2008,Paul Pierce,30,BOS,80
19173,2008,Mickael Pietrus,25,GSW,66
19174,2008,Scot Pollard,32,BOS,22
19175,2008,James Posey,31,BOS,74
19176,2008,Leon Powe,24,BOS,56
19177,2008,Josh Powell,25,LAC,64
19178,2008,Kasib Powell,26,MIA,11
19179,2008,Ronnie Price,24,UTA,61
19180,2008,Tayshaun Prince,27,DET,82
19181,2008,Gabe Pruitt,21,BOS,15
19182,2008,Joel Przybilla,28,POR,77
19183,2008,Chris Quinn,24,MIA,60
19184,2008,Vladimir Radmanovic,27,LAL,65
19185,2008,Shavlik Randolph,24,PHI,9
19186,2008,Zach Randolph,26,NYK,69
19187,2008,Theo Ratliff,34,TOT,26
19188,2008,Theo Ratliff,34,MIN,10
19189,2008,Theo Ratliff,34,DET,16
19190,2008,Michael Redd,28,MIL,72
19191,2008,J.J. Redick,23,ORL,34
19192,2008,Chris Richard,23,MIN,52
19193,2008,Jason Richardson,27,CHA,82
19194,2008,Jeremy Richardson,23,TOT,27
19195,2008,Jeremy Richardson,23,MEM,3
19196,2008,Jeremy Richardson,23,SAS,5
19197,2008,Jeremy Richardson,23,ATL,19
19198,2008,Quentin Richardson,27,NYK,65
19199,2008,Luke Ridnour,26,SEA,61
19200,2008,Nate Robinson,23,NYK,72
19201,2008,Sergio Rodriguez,21,POR,72
19202,2008,Rajon Rondo,21,BOS,77
19203,2008,Malik Rose,33,NYK,49
19204,2008,Quinton Ross,26,LAC,76
19205,2008,Brandon Roy,23,POR,74
19206,2008,Michael Ruffin,31,MIL,46
19207,2008,Kareem Rush,27,IND,71
19208,2008,John Salmons,28,SAC,81
19209,2008,Cheikh Samb,23,DET,4
19210,2008,Brian Scalabrine,29,BOS,48
19211,2008,Luis Scola,27,HOU,82
19212,2008,Thabo Sefolosha,23,CHI,69
19213,2008,Mouhamed Sene,21,SEA,13
19214,2008,Ramon Sessions,21,MIL,17
19215,2008,Bobby Simmons,27,MIL,70
19216,2008,Cedric Simmons,22,TOT,14
19217,2008,Cedric Simmons,22,CLE,7
19218,2008,Cedric Simmons,22,CHI,7
19219,2008,Courtney Sims,24,IND,3
19220,2008,Brian Skinner,31,PHO,66
19221,2008,Craig Smith,24,MIN,77
19222,2008,J.R. Smith,22,DEN,74
19223,2008,Jason Smith,21,PHI,76
19224,2008,Joe Smith,32,TOT,77
19225,2008,Joe Smith,32,CHI,50
19226,2008,Joe Smith,32,CLE,27
19227,2008,Josh Smith,22,ATL,81
19228,2008,Eric Snow,34,CLE,22
19229,2008,Kirk Snyder,24,TOT,36
19230,2008,Kirk Snyder,24,HOU,9
19231,2008,Kirk Snyder,24,MIN,27
19232,2008,Darius Songaila,29,WAS,80
19233,2008,Jerry Stackhouse,33,DAL,58
19234,2008,DeShawn Stevenson,26,WAS,82
19235,2008,Peja Stojakovic,30,NOH,77
19236,2008,Awvee Storey,30,MIL,26
19237,2008,Damon Stoudamire,34,TOT,60
19238,2008,Damon Stoudamire,34,MEM,29
19239,2008,Damon Stoudamire,34,SAS,31
19240,2008,Salim Stoudamire,25,ATL,35
19241,2008,Amar'e Stoudemire,25,PHO,79
19242,2008,D.J. Strawberry,22,PHO,33
19243,2008,Rodney Stuckey,21,DET,57
19244,2008,Robert Swift,22,SEA,8
19245,2008,Stromile Swift,28,TOT,56
19246,2008,Stromile Swift,28,MEM,35
19247,2008,Stromile Swift,28,NJN,21
19248,2008,Wally Szczerbiak,30,TOT,75
19249,2008,Wally Szczerbiak,30,SEA,50
19250,2008,Wally Szczerbiak,30,CLE,25
19251,2008,Sebastian Telfair,22,MIN,60
19252,2008,Jason Terry,30,DAL,82
19253,2008,Billy Thomas,32,TOT,11
19254,2008,Billy Thomas,32,NJN,4
19255,2008,Billy Thomas,32,CLE,7
19256,2008,Kenny Thomas,30,SAC,23
19257,2008,Kurt Thomas,35,TOT,70
19258,2008,Kurt Thomas,35,SEA,42
19259,2008,Kurt Thomas,35,SAS,28
19260,2008,Tim Thomas,30,LAC,63
19261,2008,Tyrus Thomas,21,CHI,74
19262,2008,Al Thornton,24,LAC,79
19263,2008,Jamaal Tinsley,29,IND,39
19264,2008,Alando Tucker,23,PHO,6
19265,2008,Ronny Turiaf,25,LAL,78
19266,2008,Hedo Turkoglu,28,ORL,82
19267,2008,Ime Udoka,30,SAS,73
19268,2008,Beno Udrih,25,SAC,65
19269,2008,Anderson Varejao,25,CLE,48
19270,2008,Jacque Vaughn,32,SAS,74
19271,2008,Charlie Villanueva,23,MIL,76
19272,2008,Marcus Vinicius,23,NOH,13
19273,2008,Jake Voskuhl,30,MIL,44
19274,2008,Sasha Vujacic,23,LAL,72
19275,2008,Dwyane Wade,26,MIA,51
19276,2008,Von Wafer,22,TOT,29
19277,2008,Von Wafer,22,DEN,21
19278,2008,Von Wafer,22,POR,8
19279,2008,Antoine Walker,31,MIN,46
19280,2008,Ben Wallace,33,TOT,72
19281,2008,Ben Wallace,33,CHI,50
19282,2008,Ben Wallace,33,CLE,22
19283,2008,Gerald Wallace,25,CHA,62
19284,2008,Rasheed Wallace,33,DET,77
19285,2008,Luke Walton,27,LAL,74
19286,2008,Hakim Warrick,25,MEM,75
19287,2008,Darius Washington,22,SAS,18
19288,2008,Darryl Watkins,23,SAC,9
19289,2008,C.J. Watson,23,GSW,32
19290,2008,Earl Watson,28,SEA,78
19291,2008,Chris Webber,34,GSW,9
19292,2008,Martell Webster,21,POR,75
19293,2008,Bonzi Wells,31,TOT,73
19294,2008,Bonzi Wells,31,HOU,51
19295,2008,Bonzi Wells,31,NOH,22
19296,2008,David West,27,NOH,76
19297,2008,Delonte West,24,TOT,61
19298,2008,Delonte West,24,SEA,35
19299,2008,Delonte West,24,CLE,26
19300,2008,Mario West,23,ATL,64
19301,2008,Chris Wilcox,25,SEA,62
19302,2008,Damien Wilkins,28,SEA,76
19303,2008,Mike Wilks,28,TOT,15
19304,2008,Mike Wilks,28,DEN,8
19305,2008,Mike Wilks,28,WAS,4
19306,2008,Mike Wilks,28,SEA,3
19307,2008,Aaron Williams,36,LAC,30
19308,2008,Deron Williams,23,UTA,82
19309,2008,Jason Williams,32,MIA,67
19310,2008,Justin Williams,23,TOT,23
19311,2008,Justin Williams,23,SAC,22
19312,2008,Justin Williams,23,HOU,1
19313,2008,Lou Williams,21,PHI,80
19314,2008,Marcus Williams,22,NJN,53
19315,2008,Marcus Williams,21,TOT,11
19316,2008,Marcus Williams,21,SAS,1
19317,2008,Marcus Williams,21,LAC,10
19318,2008,Marvin Williams,21,ATL,80
19319,2008,Mo Williams,25,MIL,66
19320,2008,Sean Williams,21,NJN,73
19321,2008,Shawne Williams,21,IND,65
19322,2008,Shelden Williams,24,TOT,64
19323,2008,Shelden Williams,24,ATL,36
19324,2008,Shelden Williams,24,SAC,28
19325,2008,Loren Woods,29,HOU,7
19326,2008,Metta World,28,SAC,57
19327,2008,Antoine Wright,23,TOT,56
19328,2008,Antoine Wright,23,NJN,41
19329,2008,Antoine Wright,23,DAL,15
19330,2008,Brandan Wright,20,GSW,38
19331,2008,Dorell Wright,22,MIA,44
19332,2008,Julian Wright,20,NOH,57
19333,2008,Lorenzen Wright,32,TOT,18
19334,2008,Lorenzen Wright,32,ATL,13
19335,2008,Lorenzen Wright,32,SAC,5
19336,2008,Nick Young,22,WAS,75
19337,2008,Thaddeus Young,19,PHI,74
19338,,,,,
19339,2009,Alex Acker,26,TOT,25
19340,2009,Alex Acker,26,DET,7
19341,2009,Alex Acker,26,LAC,18
19342,2009,Hassan Adams,24,TOR,12
19343,2009,Arron Afflalo,23,DET,74
19344,2009,Maurice Ager,24,NJN,20
19345,2009,Blake Ahearn,24,SAS,3
19346,2009,Alexis Ajinca,20,CHA,31
19347,2009,LaMarcus Aldridge,23,POR,81
19348,2009,Joe Alexander,22,MIL,59
19349,2009,Malik Allen,30,MIL,49
19350,2009,Ray Allen,33,BOS,79
19351,2009,Tony Allen,27,BOS,46
19352,2009,Morris Almond,23,UTA,25
19353,2009,Rafer Alston,32,TOT,77
19354,2009,Rafer Alston,32,HOU,48
19355,2009,Rafer Alston,32,ORL,29
19356,2009,Lou Amundson,26,PHO,76
19357,2009,Chris Andersen,30,DEN,71
19358,2009,Ryan Anderson,20,NJN,66
19359,2009,Carmelo Anthony,24,DEN,66
19360,2009,Joel Anthony,26,MIA,65
19361,2009,Gilbert Arenas,27,WAS,2
19362,2009,Trevor Ariza,23,LAL,82
19363,2009,Hilton Armstrong,24,NOH,70
19364,2009,Darrell Arthur,20,MEM,76
19365,2009,Chucky Atkins,34,TOT,33
19366,2009,Chucky Atkins,34,DEN,14
19367,2009,Chucky Atkins,34,OKC,19
19368,2009,D.J. Augustin,21,CHA,72
19369,2009,Kelenna Azubuike,25,GSW,74
19370,2009,Renaldo Balkman,24,DEN,53
19371,2009,Marcus Banks,27,TOT,22
19372,2009,Marcus Banks,27,MIA,16
19373,2009,Marcus Banks,27,TOR,6
19374,2009,Leandro Barbosa,26,PHO,70
19375,2009,J.J. Barea,24,DAL,79
19376,2009,Andrea Bargnani,23,TOR,78
19377,2009,Matt Barnes,28,PHO,77
19378,2009,Brent Barry,37,HOU,56
19379,2009,Brandon Bass,23,DAL,81
19380,2009,Maceo Baston,33,IND,27
19381,2009,Tony Battie,32,ORL,77
19382,2009,Shane Battier,30,HOU,60
19383,2009,Nicolas Batum,20,POR,79
19384,2009,Jerryd Bayless,20,POR,53
19385,2009,Michael Beasley,20,MIA,81
19386,2009,Marco Belinelli,22,GSW,42
19387,2009,Charlie Bell,29,MIL,70
19388,2009,Raja Bell,32,TOT,67
19389,2009,Raja Bell,32,PHO,22
19390,2009,Raja Bell,32,CHA,45
19391,2009,Mike Bibby,30,ATL,79
19392,2009,Andris Biedrins,22,GSW,62
19393,2009,Chauncey Billups,32,TOT,79
19394,2009,Chauncey Billups,32,DET,2
19395,2009,Chauncey Billups,32,DEN,77
19396,2009,Steve Blake,28,POR,69
19397,2009,Andray Blatche,22,WAS,71
19398,2009,Mark Blount,33,MIA,20
19399,2009,Keith Bogans,28,TOT,65
19400,2009,Keith Bogans,28,ORL,36
19401,2009,Keith Bogans,28,MIL,29
19402,2009,Andrew Bogut,24,MIL,36
19403,2009,Matt Bonner,28,SAS,81
19404,2009,Josh Boone,24,NJN,62
19405,2009,Calvin Booth,32,TOT,8
19406,2009,Calvin Booth,32,MIN,1
19407,2009,Calvin Booth,32,SAC,7
19408,2009,Carlos Boozer,27,UTA,37
19409,2009,Chris Bosh,24,TOR,77
19410,2009,Bruce Bowen,37,SAS,80
19411,2009,Ryan Bowen,33,NOH,21
19412,2009,Elton Brand,29,PHI,29
19413,2009,Corey Brewer,22,MIN,15
19414,2009,Ronnie Brewer,23,UTA,81
19415,2009,Aaron Brooks,24,HOU,80
19416,2009,Andre Brown,27,CHA,4
19417,2009,Bobby Brown,24,TOT,68
19418,2009,Bobby Brown,24,SAC,47
19419,2009,Bobby Brown,24,MIN,21
19420,2009,Dee Brown,24,TOT,19
19421,2009,Dee Brown,24,WAS,17
19422,2009,Dee Brown,24,PHO,2
19423,2009,Devin Brown,30,NOH,63
19424,2009,Kwame Brown,26,DET,58
19425,2009,Shannon Brown,23,TOT,48
19426,2009,Shannon Brown,23,CHA,30
19427,2009,Shannon Brown,23,LAL,18
19428,2009,Kobe Bryant,30,LAL,82
19429,2009,Greg Buckner,32,MEM,63
19430,2009,Caron Butler,28,WAS,67
19431,2009,Rasual Butler,29,NOH,82
19432,2009,Andrew Bynum,21,LAL,50
19433,2009,Will Bynum,26,DET,57
19434,2009,Jose Calderon,27,TOR,68
19435,2009,Marcus Camby,34,LAC,62
19436,2009,Brian Cardinal,31,MIN,64
19437,2009,Rodney Carney,24,MIN,67
19438,2009,Matt Carroll,28,TOT,55
19439,2009,Matt Carroll,28,CHA,34
19440,2009,Matt Carroll,28,DAL,21
19441,2009,Anthony Carter,33,DEN,78
19442,2009,Vince Carter,32,NJN,80
19443,2009,Mario Chalmers,22,MIA,82
19444,2009,Tyson Chandler,26,NOH,45
19445,2009,Wilson Chandler,21,NYK,82
19446,2009,Speedy Claxton,30,ATL,2
19447,2009,Jarron Collins,30,UTA,26
19448,2009,Jason Collins,30,MIN,31
19449,2009,Mardy Collins,24,TOT,48
19450,2009,Mardy Collins,24,NYK,9
19451,2009,Mardy Collins,24,LAC,39
19452,2009,Nick Collison,28,OKC,71
19453,2009,Mike Conley,21,MEM,82
19454,2009,Brian Cook,28,TOT,30
19455,2009,Brian Cook,28,ORL,21
19456,2009,Brian Cook,28,HOU,9
19457,2009,Daequan Cook,21,MIA,75
19458,2009,Jamal Crawford,28,TOT,65
19459,2009,Jamal Crawford,28,NYK,11
19460,2009,Jamal Crawford,28,GSW,54
19461,2009,Joe Crawford,22,NYK,2
19462,2009,Javaris Crittenton,21,TOT,63
19463,2009,Javaris Crittenton,21,MEM,7
19464,2009,Javaris Crittenton,21,WAS,56
19465,2009,Austin Croshere,33,TOT,14
19466,2009,Austin Croshere,33,MIL,11
19467,2009,Austin Croshere,33,SAS,3
19468,2009,Eddy Curry,26,NYK,3
19469,2009,Samuel Dalembert,27,PHI,82
19470,2009,Erick Dampier,33,DAL,80
19471,2009,Antonio Daniels,33,TOT,74
19472,2009,Antonio Daniels,33,WAS,13
19473,2009,Antonio Daniels,33,NOH,61
19474,2009,Marquis Daniels,28,IND,54
19475,2009,Jermareo Davidson,24,GSW,14
19476,2009,Baron Davis,29,LAC,65
19477,2009,Glen Davis,23,BOS,76
19478,2009,Paul Davis,24,LAC,27
19479,2009,Ricky Davis,29,LAC,36
19480,2009,Luol Deng,23,CHI,49
19481,2009,Boris Diaw,26,TOT,81
19482,2009,Boris Diaw,26,PHO,22
19483,2009,Boris Diaw,26,CHA,59
19484,2009,Yakhouba Diawara,26,MIA,63
19485,2009,Travis Diener,26,IND,55
19486,2009,Ike Diogu,25,TOT,29
19487,2009,Ike Diogu,25,POR,19
19488,2009,Ike Diogu,25,SAC,10
19489,2009,DeSagana Diop,27,TOT,75
19490,2009,DeSagana Diop,27,DAL,34
19491,2009,DeSagana Diop,27,CHA,41
19492,2009,Juan Dixon,30,WAS,50
19493,2009,Keyon Dooling,28,NJN,77
19494,2009,Joey Dorsey,25,HOU,3
19495,2009,Quincy Douby,24,TOT,27
19496,2009,Quincy Douby,24,SAC,20
19497,2009,Quincy Douby,24,TOR,7
19498,2009,Chris Douglas-Roberts,22,NJN,44
19499,2009,Goran Dragic,22,PHO,55
19500,2009,Jared Dudley,23,TOT,68
19501,2009,Jared Dudley,23,CHA,20
19502,2009,Jared Dudley,23,PHO,48
19503,2009,Chris Duhon,26,NYK,79
19504,2009,Tim Duncan,32,SAS,75
19505,2009,Mike Dunleavy,28,IND,18
19506,2009,Kevin Durant,20,OKC,74
19507,2009,Monta Ellis,23,GSW,25
19508,2009,Francisco Elson,32,MIL,59
19509,2009,Melvin Ely,30,NOH,31
19510,2009,Maurice Evans,30,ATL,80
19511,2009,Reggie Evans,28,PHI,79
19512,2009,Jordan Farmar,22,LAL,65
19513,2009,Desmon Farmer,27,SAS,3
19514,2009,Raymond Felton,24,CHA,82
19515,2009,Rudy Fernandez,23,POR,78
19516,2009,Kyrylo Fesenko,22,UTA,21
19517,2009,Michael Finley,35,SAS,81
19518,2009,Derek Fisher,34,LAL,82
19519,2009,T.J. Ford,25,IND,74
19520,2009,Jeff Foster,32,IND,74
19521,2009,Randy Foye,25,MIN,70
19522,2009,Adonal Foyle,33,TOT,10
19523,2009,Adonal Foyle,33,ORL,9
19524,2009,Adonal Foyle,33,MEM,1
19525,2009,Channing Frye,25,POR,63
19526,2009,Dan Gadzuric,30,MIL,67
19527,2009,Danilo Gallinari,20,NYK,28
19528,2009,Francisco Garcia,27,SAC,65
19529,2009,Thomas Gardner,23,ATL,16
19530,2009,Kevin Garnett,32,BOS,57
19531,2009,Marc Gasol,24,MEM,82
19532,2009,Pau Gasol,28,LAL,81
19533,2009,Rudy Gay,22,MEM,79
19534,2009,Devean George,31,DAL,43
19535,2009,Daniel Gibson,22,CLE,75
19536,2009,J.R. Giddens,23,BOS,6
19537,2009,Eddie Gill,30,MIL,6
19538,2009,Manu Ginobili,31,SAS,44
19539,2009,Ryan Gomes,26,MIN,82
19540,2009,Drew Gooden,27,TOT,51
19541,2009,Drew Gooden,27,CHI,31
19542,2009,Drew Gooden,27,SAC,1
19543,2009,Drew Gooden,27,SAS,19
19544,2009,Ben Gordon,25,CHI,82
19545,2009,Eric Gordon,20,LAC,78
19546,2009,Marcin Gortat,24,ORL,63
19547,2009,Joey Graham,26,TOR,78
19548,2009,Stephen Graham,26,IND,52
19549,2009,Danny Granger,25,IND,67
19550,2009,Aaron Gray,24,CHI,56
19551,2009,Gerald Green,23,DAL,38
19552,2009,Jeff Green,22,OKC,78
19553,2009,Willie Green,27,PHI,81
19554,2009,Donte Greene,20,SAC,55
19555,2009,Hamed Haddadi,23,MEM,19
19556,2009,Malik Hairston,21,SAS,15
19557,2009,Richard Hamilton,30,DET,67
19558,2009,Matt Harpring,32,UTA,63
19559,2009,Al Harrington,28,TOT,73
19560,2009,Al Harrington,28,GSW,5
19561,2009,Al Harrington,28,NYK,68
19562,2009,Devin Harris,25,NJN,69
19563,2009,Jason Hart,30,TOT,39
19564,2009,Jason Hart,30,LAC,28
19565,2009,Jason Hart,30,DEN,11
19566,2009,Udonis Haslem,28,MIA,75
19567,2009,Trenton Hassell,29,NJN,53
19568,2009,Spencer Hawes,20,SAC,77
19569,2009,Chuck Hayes,25,HOU,71
19570,2009,Jarvis Hayes,27,NJN,74
19571,2009,Brendan Haywood,29,WAS,6
19572,2009,Luther Head,26,TOT,32
19573,2009,Luther Head,26,HOU,22
19574,2009,Luther Head,26,MIA,10
19575,2009,Walter Herrmann,29,DET,59
19576,2009,Roy Hibbert,22,IND,70
19577,2009,J.J. Hickson,20,CLE,62
19578,2009,Nene Hilario,26,DEN,77
19579,2009,George Hill,22,SAS,77
19580,2009,Grant Hill,36,PHO,82
19581,2009,Steven Hill,23,OKC,1
19582,2009,Kirk Hinrich,28,CHI,51
19583,2009,Ryan Hollins,24,TOT,45
19584,2009,Ryan Hollins,24,CHA,18
19585,2009,Ryan Hollins,24,DAL,27
19586,2009,Al Horford,22,ATL,67
19587,2009,Eddie House,30,BOS,81
19588,2009,Dwight Howard,23,ORL,79
19589,2009,Josh Howard,28,DAL,52
19590,2009,Juwan Howard,35,TOT,42
19591,2009,Juwan Howard,35,DEN,3
19592,2009,Juwan Howard,35,CHA,39
19593,2009,Larry Hughes,30,TOT,55
19594,2009,Larry Hughes,30,CHI,30
19595,2009,Larry Hughes,30,NYK,25
