Year,Player,Age,Tm,G
23176,2015,Dahntay Jones,34,LAC,33
23177,2015,James Jones,34,CLE,57
23178,2015,Perry Jones,23,OKC,43
23179,2015,Terrence Jones,23,HOU,33
23180,2015,DeAndre Jordan,26,LAC,82
23181,2015,Jerome Jordan,28,BRK,44
23182,2015,Cory Joseph,23,SAS,79
23183,2015,Chris Kaman,32,POR,74
23184,2015,Enes Kanter,22,TOT,75
23185,2015,Enes Kanter,22,UTA,49
23186,2015,Enes Kanter,22,OKC,26
23187,2015,Sergey Karasev,21,BRK,33
23188,2015,Ryan Kelly,23,LAL,52
23189,2015,Michael Kidd-Gilchrist,21,CHO,55
23190,2015,Sean Kilpatrick,25,MIN,4
23191,2015,Andrei Kirilenko,33,BRK,7
23192,2015,Alex Kirk,23,CLE,5
23193,2015,Brandon Knight,23,TOT,63
23194,2015,Brandon Knight,23,MIL,52
23195,2015,Brandon Knight,23,PHO,11
23196,2015,Kyle Korver,33,ATL,75
23197,2015,Kosta Koufos,25,MEM,81
23198,2015,Ognjen Kuzmic,24,GSW,16
23199,2015,Jeremy Lamb,22,OKC,47
23200,2015,Carl Landry,31,SAC,70
23201,2015,Shane Larkin,22,NYK,76
23202,2015,Joffrey Lauvergne,23,DEN,24
23203,2015,Zach LaVine,19,MIN,77
23204,2015,Ty Lawson,27,DEN,75
23205,2015,Ricky Ledo,22,TOT,17
23206,2015,Ricky Ledo,22,DAL,5
23207,2015,Ricky Ledo,22,NYK,12
23208,2015,Courtney Lee,29,MEM,77
23209,2015,David Lee,31,GSW,49
23210,2015,Malcolm Lee,24,PHI,1
23211,2015,Alex Len,21,PHO,69
23212,2015,Kawhi Leonard,23,SAS,64
23213,2015,Meyers Leonard,22,POR,55
23214,2015,Jon Leuer,25,MEM,63
23215,2015,Damian Lillard,24,POR,82
23216,2015,Jeremy Lin,26,LAL,74
23217,2015,Shaun Livingston,29,GSW,78
23218,2015,Brook Lopez,26,BRK,72
23219,2015,Robin Lopez,26,POR,59
23220,2015,Kevin Love,26,CLE,75
23221,2015,Kyle Lowry,28,TOR,70
23222,2015,Kalin Lucas,25,MEM,1
23223,2015,John Lucas,32,DET,21
23224,2015,Shelvin Mack,24,ATL,55
23225,2015,Ian Mahinmi,28,IND,61
23226,2015,Devyn Marble,22,ORL,16
23227,2015,Shawn Marion,36,CLE,57
23228,2015,Kendall Marshall,23,MIL,28
23229,2015,Cartier Martin,30,DET,23
23230,2015,Kenyon Martin,37,MIL,11
23231,2015,Kevin Martin,31,MIN,39
23232,2015,Wesley Matthews,28,POR,60
23233,2015,Jason Maxiell,31,CHO,61
23234,2015,O.J. Mayo,27,MIL,71
23235,2015,Luc Mbah,28,PHI,67
23236,2015,James Michael,22,GSW,15
23237,2015,Ray McCallum,23,SAC,68
23238,2015,C.J. McCollum,23,POR,62
23239,2015,K.J. McDaniels,21,TOT,62
23240,2015,K.J. McDaniels,21,PHI,52
23241,2015,K.J. McDaniels,21,HOU,10
23242,2015,Doug McDermott,23,CHI,36
23243,2015,Mitch McGary,22,OKC,32
23244,2015,JaVale McGee,27,TOT,23
23245,2015,JaVale McGee,27,DEN,17
23246,2015,JaVale McGee,27,PHI,6
23247,2015,Ben McLemore,21,SAC,82
23248,2015,Jerel McNeal,27,PHO,6
23249,2015,Josh McRoberts,27,MIA,17
23250,2015,Jodie Meeks,27,DET,60
23251,2015,Gal Mekel,26,NOP,4
23252,2015,Khris Middleton,23,MIL,79
23253,2015,C.J. Miles,27,IND,70
23254,2015,Andre Miller,38,TOT,81
23255,2015,Andre Miller,38,WAS,51
23256,2015,Andre Miller,38,SAC,30
23257,2015,Darius Miller,24,NOP,5
23258,2015,Mike Miller,34,CLE,52
23259,2015,Quincy Miller,22,TOT,10
23260,2015,Quincy Miller,22,SAC,6
23261,2015,Quincy Miller,22,DET,4
23262,2015,Patty Mills,26,SAS,51
23263,2015,Elijah Millsap,27,UTA,47
23264,2015,Paul Millsap,29,ATL,73
23265,2015,Nikola Mirotic,23,CHI,82
23266,2015,Nazr Mohammed,37,CHI,23
23267,2015,Greg Monroe,24,DET,69
23268,2015,E'Twaun Moore,25,CHI,56
23269,2015,Eric Moreland,23,SAC,3
23270,2015,Darius Morris,24,BRK,38
23271,2015,Marcus Morris,25,PHO,81
23272,2015,Markieff Morris,25,PHO,82
23273,2015,Anthony Morrow,29,OKC,74
23274,2015,Donatas Motiejunas,24,HOU,71
23275,2015,Timofey Mozgov,28,TOT,81
23276,2015,Timofey Mozgov,28,DEN,35
23277,2015,Timofey Mozgov,28,CLE,46
23278,2015,Shabazz Muhammad,22,MIN,38
23279,2015,Toure' Murry,25,TOT,5
23280,2015,Toure' Murry,25,UTA,1
23281,2015,Toure' Murry,25,WAS,4
23282,2015,Mike Muscala,23,ATL,40
23283,2015,Shabazz Napier,23,MIA,51
23284,2015,Gary Neal,30,TOT,54
23285,2015,Gary Neal,30,CHO,43
23286,2015,Gary Neal,30,MIN,11
23287,2015,Jameer Nelson,32,TOT,63
23288,2015,Jameer Nelson,32,DAL,23
23289,2015,Jameer Nelson,32,BOS,6
23290,2015,Jameer Nelson,32,DEN,34
23291,2015,Andrew Nicholson,25,ORL,40
23292,2015,Joakim Noah,29,CHI,67
23293,2015,Nerlens Noel,20,PHI,75
23294,2015,Lucas Nogueira,22,TOR,6
23295,2015,Steve Novak,31,TOT,35
23296,2015,Steve Novak,31,UTA,22
23297,2015,Steve Novak,31,OKC,13
23298,2015,Dirk Nowitzki,36,DAL,77
23299,2015,Jusuf Nurkic,20,DEN,62
23300,2015,Johnny O'Bryant,21,MIL,34
23301,2015,Kyle O'Quinn,24,ORL,51
23302,2015,Victor Oladipo,22,ORL,72
23303,2015,Kelly Olynyk,23,BOS,64
23304,2015,Arinze Onuaku,27,MIN,6
23305,2015,Zaza Pachulia,30,MIL,73
23306,2015,Kostas Papanikolaou,24,HOU,43
23307,2015,Jannero Pargo,35,CHO,9
23308,2015,Jabari Parker,19,MIL,25
23309,2015,Tony Parker,32,SAS,68
23310,2015,Chandler Parsons,26,DAL,66
23311,2015,Patrick Patterson,25,TOR,81
23312,2015,Chris Paul,29,LAC,82
23313,2015,Adreian Payne,23,TOT,32
23314,2015,Adreian Payne,23,ATL,3
23315,2015,Adreian Payne,23,MIN,29
23316,2015,Elfrid Payton,20,ORL,82
23317,2015,Nikola Pekovic,29,MIN,31
23318,2015,Kendrick Perkins,30,TOT,68
23319,2015,Kendrick Perkins,30,OKC,51
23320,2015,Kendrick Perkins,30,CLE,17
23321,2015,Paul Pierce,37,WAS,73
23322,2015,Mason Plumlee,24,BRK,82
23323,2015,Miles Plumlee,26,TOT,73
23324,2015,Miles Plumlee,26,PHO,54
23325,2015,Miles Plumlee,26,MIL,19
23326,2015,Quincy Pondexter,26,TOT,75
23327,2015,Quincy Pondexter,26,MEM,30
23328,2015,Quincy Pondexter,26,NOP,45
23329,2015,Otto Porter,21,WAS,74
23330,2015,Dwight Powell,23,TOT,29
23331,2015,Dwight Powell,23,BOS,5
23332,2015,Dwight Powell,23,DAL,24
23333,2015,Phil Pressey,23,BOS,50
23334,2015,A.J. Price,28,TOT,26
23335,2015,A.J. Price,28,IND,10
23336,2015,A.J. Price,28,CLE,11
23337,2015,A.J. Price,28,PHO,5
23338,2015,Ronnie Price,31,LAL,43
23339,2015,Pablo Prigioni,37,TOT,67
23340,2015,Pablo Prigioni,37,NYK,43
23341,2015,Pablo Prigioni,37,HOU,24
23342,2015,Tayshaun Prince,34,TOT,58
23343,2015,Tayshaun Prince,34,MEM,26
23344,2015,Tayshaun Prince,34,BOS,9
23345,2015,Tayshaun Prince,34,DET,23
23346,2015,Miroslav Raduljica,27,MIN,5
23347,2015,Julius Randle,20,LAL,1
23348,2015,Shavlik Randolph,31,TOT,21
23349,2015,Shavlik Randolph,31,PHO,16
23350,2015,Shavlik Randolph,31,BOS,5
23351,2015,Zach Randolph,33,MEM,71
23352,2015,J.J. Redick,30,LAC,78
23353,2015,Glen Rice,24,WAS,5
23354,2015,Jason Richardson,34,PHI,19
23355,2015,Luke Ridnour,33,ORL,47
23356,2015,Austin Rivers,22,TOT,76
23357,2015,Austin Rivers,22,NOP,35
23358,2015,Austin Rivers,22,LAC,41
23359,2015,Andre Roberson,23,OKC,67
23360,2015,Brian Roberts,29,CHO,72
23361,2015,Glenn Robinson,21,TOT,35
23362,2015,Glenn Robinson,21,MIN,25
23363,2015,Glenn Robinson,21,PHI,10
23364,2015,Nate Robinson,30,TOT,42
23365,2015,Nate Robinson,30,DEN,33
23366,2015,Nate Robinson,30,LAC,9
23367,2015,Thomas Robinson,23,TOT,54
23368,2015,Thomas Robinson,23,POR,32
23369,2015,Thomas Robinson,23,PHI,22
23370,2015,Rajon Rondo,28,TOT,68
23371,2015,Rajon Rondo,28,BOS,22
23372,2015,Rajon Rondo,28,DAL,46
23373,2015,Derrick Rose,26,CHI,51
23374,2015,Terrence Ross,23,TOR,82
23375,2015,Ricky Rubio,24,MIN,22
23376,2015,Damjan Rudez,28,IND,68
23377,2015,Brandon Rush,29,GSW,33
23378,2015,Robert Sacre,25,LAL,67
23379,2015,John Salmons,35,NOP,21
23380,2015,JaKarr Sampson,21,PHI,74
23381,2015,Larry Sanders,26,MIL,27
23382,2015,Dennis Schroder,21,ATL,77
23383,2015,Luis Scola,34,IND,81
23384,2015,Mike Scott,26,ATL,68
23385,2015,Thabo Sefolosha,30,ATL,52
23386,2015,Kevin Seraphin,25,WAS,79
23387,2015,Ramon Sessions,28,TOT,64
23388,2015,Ramon Sessions,28,SAC,36
23389,2015,Ramon Sessions,28,WAS,28
23390,2015,Iman Shumpert,24,TOT,62
23391,2015,Iman Shumpert,24,NYK,24
23392,2015,Iman Shumpert,24,CLE,38
23393,2015,Alexey Shved,26,TOT,42
23394,2015,Alexey Shved,26,PHI,17
23395,2015,Alexey Shved,26,HOU,9
23396,2015,Alexey Shved,26,NYK,16
23397,2015,Henry Sims,24,PHI,73
23398,2015,Kyle Singler,26,TOT,80
23399,2015,Kyle Singler,26,DET,54
23400,2015,Kyle Singler,26,OKC,26
23401,2015,Donald Sloan,27,IND,53
23402,2015,Marcus Smart,20,BOS,67
23403,2015,Greg Smith,24,DAL,42
23404,2015,Ish Smith,26,TOT,55
23405,2015,Ish Smith,26,OKC,30
23406,2015,Ish Smith,26,PHI,25
23407,2015,J.R. Smith,29,TOT,70
23408,2015,J.R. Smith,29,NYK,24
23409,2015,J.R. Smith,29,CLE,46
23410,2015,Jason Smith,28,NYK,82
23411,2015,Josh Smith,29,TOT,83
23412,2015,Josh Smith,29,DET,28
23413,2015,Josh Smith,29,HOU,55
23414,2015,Russ Smith,23,TOT,12
23415,2015,Russ Smith,23,NOP,6
23416,2015,Russ Smith,23,MEM,6
23417,2015,Tony Snell,23,CHI,72
23418,2015,Marreese Speights,27,GSW,76
23419,2015,Tiago Splitter,30,SAS,52
23420,2015,Nik Stauskas,21,SAC,73
23421,2015,Lance Stephenson,24,CHO,61
23422,2015,Greg Stiemsma,29,TOR,17
23423,2015,David Stockton,23,SAC,3
23424,2015,Jarnell Stokes,21,MEM,19
23425,2015,Amar'e Stoudemire,32,TOT,59
23426,2015,Amar'e Stoudemire,32,NYK,36
23427,2015,Amar'e Stoudemire,32,DAL,23
23428,2015,Rodney Stuckey,28,IND,71
23429,2015,Jared Sullinger,22,BOS,58
23430,2015,Jeffery Taylor,25,CHO,29
23431,2015,Jeff Teague,26,ATL,73
23432,2015,Mirza Teletovic,29,BRK,40
23433,2015,Sebastian Telfair,29,OKC,16
23434,2015,Garrett Temple,28,WAS,52
23435,2015,Jason Terry,37,HOU,77
23436,2015,Isaiah Thomas,25,TOT,67
23437,2015,Isaiah Thomas,25,PHO,46
23438,2015,Isaiah Thomas,25,BOS,21
23439,2015,Lance Thomas,26,TOT,62
23440,2015,Lance Thomas,26,OKC,22
23441,2015,Lance Thomas,26,NYK,40
23442,2015,Malcolm Thomas,26,PHI,17
23443,2015,Tyrus Thomas,28,MEM,2
23444,2015,Hollis Thompson,23,PHI,71
23445,2015,Jason Thompson,28,SAC,81
23446,2015,Klay Thompson,24,GSW,77
23447,2015,Tristan Thompson,23,CLE,82
23448,2015,Marcus Thornton,27,TOT,48
23449,2015,Marcus Thornton,27,BOS,39
23450,2015,Marcus Thornton,27,PHO,9
23451,2015,Anthony Tolliver,29,TOT,76
23452,2015,Anthony Tolliver,29,PHO,24
23453,2015,Anthony Tolliver,29,DET,52
23454,2015,P.J. Tucker,29,PHO,78
23455,2015,Ronny Turiaf,32,MIN,2
23456,2015,Hedo Turkoglu,35,LAC,62
23457,2015,Evan Turner,26,BOS,82
23458,2015,Ekpe Udoh,27,LAC,33
23459,2015,Beno Udrih,32,MEM,79
23460,2015,Jonas Valanciunas,22,TOR,80
23461,2015,Anderson Varejao,32,CLE,26
23462,2015,Greivis Vasquez,28,TOR,82
23463,2015,Charlie Villanueva,30,DAL,64
23464,2015,Noah Vonleh,19,CHO,25
23465,2015,Nikola Vucevic,24,ORL,74
23466,2015,Dwyane Wade,33,MIA,62
23467,2015,Dion Waiters,23,TOT,80
23468,2015,Dion Waiters,23,CLE,33
23469,2015,Dion Waiters,23,OKC,47
23470,2015,Henry Walker,27,MIA,24
23471,2015,Kemba Walker,24,CHO,62
23472,2015,John Wall,24,WAS,79
23473,2015,Gerald Wallace,32,BOS,32
23474,2015,T.J. Warren,21,PHO,40
23475,2015,C.J. Watson,30,IND,57
23476,2015,David Wear,24,SAC,2
23477,2015,Travis Wear,24,NYK,51
23478,2015,Martell Webster,28,WAS,32
23479,2015,David West,34,IND,66
23480,2015,Russell Westbrook,26,OKC,67
23481,2015,Hassan Whiteside,25,MIA,48
23482,2015,Shayne Whittington,23,IND,20
23483,2015,Andrew Wiggins,19,MIN,82
23484,2015,C.J. Wilcox,24,LAC,21
23485,2015,Deron Williams,30,BRK,68
23486,2015,Derrick Williams,23,SAC,74
23487,2015,Elliot Williams,25,TOT,13
23488,2015,Elliot Williams,25,UTA,5
23489,2015,Elliot Williams,25,NOP,8
23490,2015,Lou Williams,28,TOR,80
23491,2015,Marvin Williams,28,CHO,78
23492,2015,Mo Williams,32,TOT,68
23493,2015,Mo Williams,32,MIN,41
23494,2015,Mo Williams,32,CHO,27
23495,2015,Reggie Williams,28,SAS,20
23496,2015,Shawne Williams,28,TOT,63
23497,2015,Shawne Williams,28,MIA,44
23498,2015,Shawne Williams,28,DET,19
23499,2015,Jeff Withey,24,NOP,37
23500,2015,Nate Wolters,23,TOT,21
23501,2015,Nate Wolters,23,MIL,11
23502,2015,Nate Wolters,23,NOP,10
23503,2015,Brandan Wright,27,TOT,75
23504,2015,Brandan Wright,27,DAL,27
23505,2015,Brandan Wright,27,BOS,8
23506,2015,Brandan Wright,27,PHO,40
23507,2015,Dorell Wright,29,POR,48
23508,2015,Tony Wroten,21,PHI,30
23509,2015,James Young,19,BOS,31
23510,2015,Nick Young,29,LAL,42
23511,2015,Thaddeus Young,26,TOT,76
23512,2015,Thaddeus Young,26,MIN,48
23513,2015,Thaddeus Young,26,BRK,28
23514,2015,Cody Zeller,22,CHO,62
23515,2015,Tyler Zeller,25,BOS,82
23516,,,,,
23517,2016,Quincy Acy,25,SAC,59
23518,2016,Jordan Adams,21,MEM,2
23519,2016,Steven Adams,22,OKC,80
23520,2016,Arron Afflalo,30,NYK,71
23521,2016,Alexis Ajinca,27,NOP,59
23522,2016,Cole Aldrich,27,LAC,60
23523,2016,LaMarcus Aldridge,30,SAS,74
23524,2016,Cliff Alexander,20,POR,8
23525,2016,Lavoy Allen,26,IND,79
23526,2016,Tony Allen,34,MEM,64
23527,2016,Al-Farouq Aminu,25,POR,82
23528,2016,Lou Amundson,33,NYK,29
23529,2016,Chris Andersen,37,TOT,27
23530,2016,Chris Andersen,37,MIA,7
23531,2016,Chris Andersen,37,MEM,20
23532,2016,Alan Anderson,33,WAS,13
23533,2016,James Anderson,26,SAC,51
23534,2016,Justin Anderson,22,DAL,55
23535,2016,Kyle Anderson,22,SAS,78
23536,2016,Ryan Anderson,27,NOP,66
23537,2016,Giannis Antetokounmpo,21,MIL,80
23538,2016,Thanasis Antetokounmpo,23,NYK,2
23539,2016,Carmelo Anthony,31,NYK,72
23540,2016,Joel Anthony,33,DET,19
23541,2016,Keith Appling,23,ORL,5
23542,2016,Trevor Ariza,30,HOU,81
23543,2016,Darrell Arthur,27,DEN,70
23544,2016,Omer Asik,29,NOP,68
23545,2016,D.J. Augustin,28,TOT,62
23546,2016,D.J. Augustin,28,OKC,34
23547,2016,D.J. Augustin,28,DEN,28
23548,2016,Jeff Ayres,28,LAC,17
23549,2016,Luke Babbitt,26,NOP,47
23550,2016,Cameron Bairstow,25,CHI,18
23551,2016,Leandro Barbosa,33,GSW,68
23552,2016,J.J. Barea,31,DAL,74
23553,2016,Andrea Bargnani,30,BRK,46
23554,2016,Harrison Barnes,23,GSW,66
23555,2016,Matt Barnes,35,MEM,76
23556,2016,Will Barton,25,DEN,82
23557,2016,Brandon Bass,30,LAL,66
23558,2016,Nicolas Batum,27,CHO,70
23559,2016,Jerryd Bayless,27,MIL,52
23560,2016,Aron Baynes,29,DET,81
23561,2016,Kent Bazemore,26,ATL,75
23562,2016,Bradley Beal,22,WAS,55
23563,2016,Michael Beasley,27,HOU,20
23564,2016,Marco Belinelli,29,SAC,68
23565,2016,Anthony Bennett,22,TOR,19
23566,2016,Patrick Beverley,27,HOU,71
23567,2016,Bismack Biyombo,23,TOR,82
23568,2016,Nemanja Bjelica,27,MIN,60
23569,2016,Tarik Black,24,LAL,39
23570,2016,DeJuan Blair,26,WAS,29
23571,2016,Steve Blake,35,DET,58
23572,2016,Eric Bledsoe,26,PHO,31
23573,2016,Bojan Bogdanovic,26,BRK,79
23574,2016,Andrew Bogut,31,GSW,70
23575,2016,Matt Bonner,35,SAS,30
23576,2016,Devin Booker,19,PHO,76
23577,2016,Trevor Booker,28,UTA,79
23578,2016,Chris Bosh,31,MIA,53
23579,2016,Avery Bradley,25,BOS,76
23580,2016,Elton Brand,36,PHI,17
23581,2016,Corey Brewer,29,HOU,82
23582,2016,Aaron Brooks,31,CHI,69
23583,2016,Anthony Brown,23,LAL,29
23584,2016,Lorenzo Brown,25,PHO,8
23585,2016,Markel Brown,24,BRK,62
23586,2016,Kobe Bryant,37,LAL,66
23587,2016,Chase Budinger,27,TOT,66
23588,2016,Chase Budinger,27,IND,49
23589,2016,Chase Budinger,27,PHO,17
23590,2016,Reggie Bullock,24,DET,37
23591,2016,Trey Burke,23,UTA,64
23592,2016,Alec Burks,24,UTA,31
23593,2016,Caron Butler,35,SAC,17
23594,2016,Jimmy Butler,26,CHI,67
23595,2016,Rasual Butler,36,SAS,46
23596,2016,Bruno Caboclo,20,TOR,6
23597,2016,Jose Calderon,34,NYK,72
23598,2016,Kentavious Caldwell-Pope,22,DET,76
23599,2016,Isaiah Canaan,24,PHI,77
23600,2016,Clint Capela,21,HOU,77
23601,2016,DeMarre Carroll,29,TOR,26
23602,2016,Vince Carter,39,MEM,60
23603,2016,Michael Carter-Williams,24,MIL,54
23604,2016,Omri Casspi,27,SAC,69
23605,2016,Willie Cauley-Stein,22,SAC,66
23606,2016,Mario Chalmers,29,TOT,61
23607,2016,Mario Chalmers,29,MIA,6
23608,2016,Mario Chalmers,29,MEM,55
23609,2016,Tyson Chandler,33,PHO,66
23610,2016,Rakeem Christmas,24,IND,1
23611,2016,Ian Clark,24,GSW,66
23612,2016,Coty Clarke,23,BOS,3
23613,2016,Jordan Clarkson,23,LAL,79
23614,2016,Norris Cole,27,NOP,45
23615,2016,Darren Collison,28,SAC,74
23616,2016,Nick Collison,35,OKC,59
23617,2016,Mike Conley,28,MEM,56
23618,2016,Pat Connaughton,23,POR,34
23619,2016,Chris Copeland,31,MIL,24
23620,2016,Bryce Cotton,23,TOT,8
23621,2016,Bryce Cotton,23,PHO,3
23622,2016,Bryce Cotton,23,MEM,5
23623,2016,DeMarcus Cousins,25,SAC,65
23624,2016,Robert Covington,25,PHI,67
23625,2016,Allen Crabbe,23,POR,81
23626,2016,Jamal Crawford,35,LAC,79
23627,2016,Jae Crowder,25,BOS,73
23628,2016,Dante Cunningham,28,NOP,80
23629,2016,Jared Cunningham,24,TOT,44
23630,2016,Jared Cunningham,24,CLE,40
23631,2016,Jared Cunningham,24,MIL,4
23632,2016,Seth Curry,25,SAC,44
23633,2016,Stephen Curry,27,GSW,79
23634,2016,Troy Daniels,24,CHO,43
23635,2016,Anthony Davis,22,NOP,61
23636,2016,Ed Davis,26,POR,81
23637,2016,Branden Dawson,22,LAC,6
23638,2016,Dewayne Dedmon,26,ORL,58
23639,2016,Bryce Dejean-Jones,23,NOP,14
23640,2016,Sam Dekker,21,HOU,3
23641,2016,Matthew Dellavedova,25,CLE,76
23642,2016,Luol Deng,30,MIA,74
23643,2016,DeMar DeRozan,26,TOR,78
23644,2016,Boris Diaw,33,SAS,76
23645,2016,Gorgui Dieng,26,MIN,82
23646,2016,Spencer Dinwiddie,22,DET,12
23647,2016,Toney Douglas,29,NOP,61
23648,2016,Goran Dragic,29,MIA,72
23649,2016,Andre Drummond,22,DET,81
23650,2016,Jared Dudley,30,WAS,81
23651,2016,Duje Dukan,24,SAC,1
23652,2016,Tim Duncan,39,SAS,61
23653,2016,Mike Dunleavy,35,CHI,31
23654,2016,Kevin Durant,27,OKC,72
23655,2016,Cleanthony Early,24,NYK,17
23656,2016,Jarell Eddie,24,WAS,26
23657,2016,Wayne Ellington,28,BRK,76
23658,2016,Monta Ellis,30,IND,81
23659,2016,James Ennis,25,TOT,22
23660,2016,James Ennis,25,MIA,3
23661,2016,James Ennis,25,MEM,10
23662,2016,James Ennis,25,NOP,9
23663,2016,Tyler Ennis,21,MIL,46
23664,2016,Jeremy Evans,28,DAL,30
23665,2016,Tyreke Evans,26,NOP,25
23666,2016,Festus Ezeli,26,GSW,46
23667,2016,Kenneth Faried,26,DEN,67
23668,2016,Jordan Farmar,29,MEM,12
23669,2016,Derrick Favors,24,UTA,62
23670,2016,Cristiano Felicio,23,CHI,31
23671,2016,Raymond Felton,31,DAL,80
23672,2016,Evan Fournier,23,ORL,79
23673,2016,Randy Foye,32,TOT,81
23674,2016,Randy Foye,32,DEN,54
23675,2016,Randy Foye,32,OKC,27
23676,2016,Tim Frazier,25,TOT,51
23677,2016,Tim Frazier,25,POR,35
23678,2016,Tim Frazier,25,NOP,16
23679,2016,Jimmer Fredette,26,TOT,6
23680,2016,Jimmer Fredette,26,NOP,4
23681,2016,Jimmer Fredette,26,NYK,2
23682,2016,Channing Frye,32,TOT,70
23683,2016,Channing Frye,32,ORL,44
23684,2016,Channing Frye,32,CLE,26
23685,2016,Danilo Gallinari,27,DEN,53
23686,2016,Langston Galloway,24,NYK,82
23687,2016,Kevin Garnett,39,MIN,38
23688,2016,Marc Gasol,31,MEM,52
23689,2016,Pau Gasol,35,CHI,72
23690,2016,Rudy Gay,29,SAC,70
23691,2016,Alonzo Gee,28,NOP,73
23692,2016,Paul George,25,IND,81
23693,2016,Taj Gibson,30,CHI,73
23694,2016,Manu Ginobili,38,SAS,58
23695,2016,Rudy Gobert,23,UTA,61
23696,2016,Drew Gooden,34,WAS,30
23697,2016,Archie Goodwin,21,PHO,57
23698,2016,Aaron Gordon,20,ORL,78
23699,2016,Eric Gordon,27,NOP,45
23700,2016,Marcin Gortat,31,WAS,75
23701,2016,Andrew Goudelock,27,HOU,8
23702,2016,Jerami Grant,21,PHI,77
23703,2016,Jerian Grant,23,NYK,76
23704,2016,Danny Green,28,SAS,79
23705,2016,Draymond Green,25,GSW,81
23706,2016,Erick Green,24,TOT,9
23707,2016,Erick Green,24,DEN,3
23708,2016,Erick Green,24,UTA,6
23709,2016,Gerald Green,30,MIA,69
23710,2016,JaMychal Green,25,MEM,78
23711,2016,Jeff Green,29,TOT,80
23712,2016,Jeff Green,29,MEM,53
23713,2016,Jeff Green,29,LAC,27
23714,2016,Blake Griffin,26,LAC,35
23715,2016,Jorge Gutierrez,27,CHO,12
23716,2016,P.J. Hairston,23,TOT,66
23717,2016,P.J. Hairston,23,CHO,48
23718,2016,P.J. Hairston,23,MEM,18
23719,2016,Jordan Hamilton,25,NOP,11
23720,2016,Tyler Hansbrough,30,CHO,44
23721,2016,Tim Hardaway,23,ATL,51
23722,2016,James Harden,26,HOU,82
23723,2016,Maurice Harkless,22,POR,78
23724,2016,Justin Harper,26,DET,5
23725,2016,Montrezl Harrell,22,HOU,39
23726,2016,Devin Harris,32,DAL,64
23727,2016,Gary Harris,21,DEN,76
23728,2016,Joe Harris,24,CLE,5
23729,2016,Tobias Harris,23,TOT,76
23730,2016,Tobias Harris,23,ORL,49
23731,2016,Tobias Harris,23,DET,27
23732,2016,Aaron Harrison,21,CHO,21
23733,2016,Udonis Haslem,35,MIA,37
23734,2016,Spencer Hawes,27,CHO,57
23735,2016,Chuck Hayes,32,HOU,2
23736,2016,Gordon Hayward,25,UTA,80
23737,2016,Gerald Henderson,28,POR,72
23738,2016,John Henson,25,MIL,57
23739,2016,Mario Hezonja,20,ORL,79
23740,2016,Roy Hibbert,29,LAL,81
23741,2016,J.J. Hickson,27,TOT,35
23742,2016,J.J. Hickson,27,DEN,20
23743,2016,J.J. Hickson,27,WAS,15
23744,2016,Nene Hilario,33,WAS,57
23745,2016,George Hill,29,IND,74
23746,2016,Jordan Hill,28,IND,73
23747,2016,Solomon Hill,24,IND,59
23748,2016,Darrun Hilliard,22,DET,38
23749,2016,Kirk Hinrich,35,TOT,46
23750,2016,Kirk Hinrich,35,CHI,35
23751,2016,Kirk Hinrich,35,ATL,11
23752,2016,Jrue Holiday,25,NOP,65
23753,2016,Justin Holiday,26,TOT,53
23754,2016,Justin Holiday,26,ATL,26
23755,2016,Justin Holiday,26,CHI,27
23756,2016,Ryan Hollins,31,TOT,37
23757,2016,Ryan Hollins,31,WAS,5
23758,2016,Ryan Hollins,31,MEM,32
23759,2016,Rondae Hollis-Jefferson,21,BRK,29
23760,2016,Richaun Holmes,22,PHI,51
23761,2016,Rodney Hood,23,UTA,79
23762,2016,Al Horford,29,ATL,82
23763,2016,Dwight Howard,30,HOU,71
23764,2016,Marcelo Huertas,32,LAL,53
23765,2016,Josh Huestis,24,OKC,5
23766,2016,Kris Humphries,30,TOT,53
23767,2016,Kris Humphries,30,WAS,28
23768,2016,Kris Humphries,30,PHO,4
23769,2016,Kris Humphries,30,ATL,21
23770,2016,R.J. Hunter,22,BOS,36
23771,2016,Serge Ibaka,26,OKC,78
23772,2016,Andre Iguodala,32,GSW,65
23773,2016,Ersan Ilyasova,28,TOT,74
23774,2016,Ersan Ilyasova,28,DET,52
23775,2016,Ersan Ilyasova,28,ORL,22
23776,2016,Joe Ingles,28,UTA,81
23777,2016,Damien Inglis,20,MIL,20
23778,2016,Kyrie Irving,23,CLE,53
23779,2016,Jarrett Jack,32,BRK,32
23780,2016,Reggie Jackson,25,DET,79
23781,2016,LeBron James,31,CLE,76
23782,2016,Al Jefferson,31,CHO,47
23783,2016,Cory Jefferson,25,PHO,8
23784,2016,Richard Jefferson,35,CLE,74
23785,2016,John Jenkins,24,TOT,43
23786,2016,John Jenkins,24,DAL,21
23787,2016,John Jenkins,24,PHO,22
23788,2016,Brandon Jennings,26,TOT,48
23789,2016,Brandon Jennings,26,DET,23
23790,2016,Brandon Jennings,26,ORL,25
23791,2016,Jonas Jerebko,28,BOS,78
23792,2016,Amir Johnson,28,BOS,79
23793,2016,Chris Johnson,25,UTA,70
23794,2016,James Johnson,28,TOR,57
23795,2016,Joe Johnson,34,TOT,81
23796,2016,Joe Johnson,34,BRK,57
23797,2016,Joe Johnson,34,MIA,24
23798,2016,Orlando Johnson,26,TOT,7
